Ticker
1833
3690
3938
4477
4689
4755
6060
6618
8473
9923
AAPL
ABNB
ADYEN
AMD
AMZN
ARKB
AVDX
BABA
BEKE
BIDU
BILL
BLSH
BMNR
CND
COIN
CRCL
CRM
CRWD
DASH
DGCXX
DKNG
DOCU
DSY
EB
ETHQ
ETOR
ETSY
FSR
FTCHQ
FTOXX
FUTU
GLBE
GOOG
GWRE
HDB
HOOD
IBKR
IBTA
ICE
INTU
JD
JMIA
KLAR
KSPI
LC
LSPD
MDSO
MELI
META
MKTX
MVRXX
NDAQ
NU
NVDA
OPEN
PAGS
PATH
PDD
PINS
PLTR
PYPL
RBLX
RDDT
ROKU
SCHW
SE
SHOP
SICPQ
SLMT
SNAP
SOFI
SOLQ
SPLK
SPOT
STNE
TCEHY
TDOC
TOST
TREE
TRU
TSM
TWLO
TWTR
VRSK
WDAY
WDI
WORK
XYZ
Z
ZIP
ZS
