Date,NVDA,AAPL,MSFT,AMZN,TSLA,META,WMT,GOOGL,GOOG,AVGO,COST,NFLX,MU,PLTR,AMD,CSCO,AMAT,LRCX,TMUS,LIN,INTC,PEP,KLAC,AMGN,TXN,GILD,ISRG,ADI,HON,QCOM,BKNG,PANW,APP,INTU,ASML,VRTX,CMCSA,SBUX,CEG,ADBE,CRWD,WDC,MELI,MAR,MRVL,STX,ADP,REGN,ORLY,CDNS,CSX,SNPS,MDLZ,AEP,MNST,ROST,PDD,WBD,CTAS,DASH,PCAR,FTNT,BKR,FANG,MPWR,ABNB,FAST,EA,ADSK,EXC,NXPI,XEL,IDXX,ALNY,PYPL,CCEP,ODFL,MSTR,DDOG,TTWO,ROP,KDP,INSM,MCHP,AXON,PAYX,GEHC,CPRT,CTSH,WDAY,CHTR,KHC,VRSK,DXCM,ZS,ARM,CSGP,TEAM
2021-12-14,28.28,170.59,316.97,169.09,319.50,331.14,45.76,142.73,143.79,56.48,519.22,59.80,81.35,18.64,135.60,50.76,142.30,64.82,112.79,315.69,46.10,148.10,382.39,186.96,167.86,60.35,328.24,163.72,178.03,165.35,83.44,85.42,87.53,620.07,724.12,209.24,39.53,103.52,,614.86,198.71,41.87,1190.40,148.24,83.82,89.03,209.28,666.47,44.49,176.06,33.85,345.93,56.32,72.86,45.19,104.44,61.62,22.51,107.84,156.43,49.40,63.16,21.78,85.51,462.11,167.96,28.38,124.00,263.22,32.99,202.77,58.29,596.35,185.73,185.81,47.42,172.15,58.04,160.78,167.63,453.40,31.14,26.82,77.17,145.73,107.86,,36.77,76.36,273.35,621.89,28.27,218.50,133.84,284.34,,77.26,351.74
2021-12-15,30.40,175.45,323.06,173.32,325.33,339.00,46.03,145.24,146.17,58.77,538.39,60.50,83.66,18.86,146.50,52.66,148.01,66.55,113.86,322.16,46.99,150.01,392.39,191.78,170.65,60.94,331.66,166.74,180.69,171.98,83.65,90.05,88.56,627.84,760.44,211.13,39.06,103.49,,630.33,210.71,42.41,1210.12,145.52,86.85,90.85,213.10,653.52,45.81,184.27,34.37,361.30,57.57,74.65,45.60,103.70,59.13,22.57,110.03,156.24,49.36,67.36,21.55,85.25,474.18,168.14,28.66,126.00,271.73,33.51,211.43,59.52,611.56,191.06,189.65,47.51,172.88,59.86,171.02,171.15,466.01,31.67,28.03,79.95,147.54,110.38,,37.32,77.31,279.22,617.32,28.35,222.16,135.32,307.24,,78.07,364.43
2021-12-16,28.33,168.56,313.65,168.87,308.97,332.29,45.26,143.26,143.66,57.01,526.16,59.11,80.76,18.34,138.64,52.99,141.31,64.07,115.94,320.89,47.14,150.23,380.33,194.69,166.07,61.88,334.53,160.30,180.56,161.87,85.01,87.29,83.75,614.72,724.71,212.61,39.59,102.51,,566.09,200.28,42.68,1178.03,145.11,82.15,90.92,211.22,627.50,45.83,179.62,34.46,352.92,58.37,75.31,45.81,104.13,57.09,23.41,109.34,144.44,48.97,64.58,21.95,86.52,459.77,156.38,28.58,126.48,269.61,33.31,200.89,59.63,607.56,184.88,187.75,47.65,171.72,56.69,164.05,172.74,473.49,31.71,26.46,76.85,142.11,109.82,,36.56,78.97,272.23,631.58,29.26,222.77,132.34,295.25,,77.97,345.44
2021-12-17,27.75,167.47,312.59,170.02,310.86,331.19,43.81,140.56,141.64,58.32,521.38,58.67,81.06,19.06,137.75,53.13,140.78,63.86,115.20,315.05,46.95,147.15,374.82,194.62,164.35,61.79,337.40,157.99,176.73,160.64,86.80,88.36,88.13,601.45,719.78,214.54,39.52,98.03,,556.64,205.10,42.79,1187.55,144.56,82.58,90.83,209.00,615.12,45.07,179.15,33.66,348.04,57.72,74.06,45.81,102.99,58.06,23.28,105.42,148.81,47.60,66.77,21.41,84.16,467.02,157.91,27.94,124.65,277.65,32.79,201.59,57.95,616.88,194.57,185.21,47.52,166.54,57.16,170.16,175.74,462.38,31.69,27.49,76.69,144.93,109.15,,35.78,79.10,273.88,650.00,28.86,215.91,138.84,304.87,,78.70,350.96
2021-12-20,27.66,166.11,308.83,167.08,299.98,322.92,43.95,140.45,141.24,59.25,522.28,59.37,80.11,17.96,135.80,53.04,139.68,63.09,114.41,311.74,46.00,148.13,369.03,192.43,162.54,62.01,332.11,156.33,172.15,160.52,86.73,88.26,87.36,586.28,722.67,215.41,39.24,97.55,,549.77,206.29,42.07,1187.36,144.07,82.72,91.37,208.95,599.09,44.84,177.32,33.28,346.11,57.56,74.65,45.82,100.88,54.78,22.89,103.36,148.07,46.81,66.11,20.86,81.44,461.69,157.23,27.61,127.00,275.12,32.72,200.62,58.05,604.11,198.29,181.71,46.24,163.23,54.64,164.38,178.35,454.09,31.52,27.88,75.09,150.86,109.07,,35.49,77.32,269.70,646.76,28.66,215.10,136.22,305.94,,77.35,343.33
2021-12-21,29.02,169.28,315.96,170.42,312.84,331.60,44.08,142.30,143.05,59.74,519.30,60.49,88.56,18.90,144.25,53.63,145.86,65.19,116.44,314.17,47.09,147.69,391.91,193.24,164.42,61.48,348.09,159.82,173.72,163.17,92.89,89.61,91.15,602.22,751.62,218.60,39.61,99.60,,557.52,210.31,44.42,1224.51,152.39,84.81,95.56,211.31,602.74,44.98,183.03,33.88,359.07,57.15,74.24,46.40,103.44,59.31,23.53,105.00,151.61,47.53,67.85,21.51,86.19,469.39,165.66,27.74,129.20,280.42,33.05,206.81,57.77,624.06,199.59,188.13,47.34,165.97,56.75,177.49,179.44,459.17,31.37,28.35,77.58,156.70,111.39,,35.88,79.45,278.86,644.33,28.44,215.76,141.48,319.42,,78.35,380.63
2021-12-22,29.34,171.87,321.66,171.04,336.29,327.88,44.14,145.21,145.75,60.57,523.34,61.42,88.23,18.88,143.88,54.07,146.72,65.97,115.92,316.49,47.27,148.61,395.55,193.77,164.91,61.98,362.21,160.01,173.86,164.80,93.66,92.46,93.83,612.49,760.34,222.77,39.75,100.84,,563.98,207.60,45.00,1227.94,156.49,86.77,96.51,216.47,613.34,45.43,186.56,34.00,364.83,57.60,74.13,46.74,103.90,58.44,23.63,103.11,149.24,48.03,69.63,21.63,86.84,476.50,169.29,27.94,128.51,282.61,33.31,209.01,58.11,640.03,187.38,190.66,47.69,168.21,57.00,179.68,177.62,459.89,31.86,28.42,78.52,159.01,117.54,,36.35,80.11,277.88,639.79,28.53,217.57,143.20,322.01,,78.83,388.05
2021-12-23,29.58,172.50,323.10,171.07,355.67,332.63,44.04,145.71,145.94,61.45,524.00,61.41,92.22,18.93,146.14,54.72,149.78,66.68,115.29,320.09,47.59,148.44,402.78,195.75,165.33,62.02,363.94,160.36,176.77,166.04,94.33,93.63,93.80,616.42,769.26,223.45,40.56,101.41,,569.62,211.52,46.06,1262.73,159.00,86.17,97.48,220.47,621.18,45.29,187.48,34.67,366.15,57.70,74.05,46.92,104.98,57.71,24.42,104.57,153.68,48.42,69.80,21.90,87.05,479.21,171.31,28.19,129.56,280.99,33.39,209.56,58.01,645.02,194.35,190.99,49.01,170.30,59.72,180.36,177.96,465.11,31.93,28.28,79.03,160.54,118.27,,36.54,80.47,278.05,648.30,28.65,219.20,143.00,323.00,,79.94,387.92
2021-12-27,30.88,176.46,330.59,169.67,364.65,343.48,44.44,146.69,146.86,62.33,536.48,61.31,92.23,18.94,154.36,55.73,156.74,69.04,114.01,324.10,48.17,149.92,421.36,196.96,169.24,62.36,364.58,162.97,177.82,169.30,94.02,94.72,95.81,632.96,778.87,222.34,40.92,103.08,,577.68,209.64,46.73,1299.11,160.47,89.25,99.40,224.37,630.51,46.16,191.65,35.05,375.59,58.22,74.53,47.40,107.08,56.96,24.36,106.28,156.04,48.91,73.53,22.26,91.32,494.19,171.68,28.63,130.05,284.30,33.58,214.56,58.19,654.84,161.11,190.99,49.34,173.87,60.83,183.47,179.56,474.53,32.08,27.77,81.23,161.12,119.50,,37.18,82.15,279.35,652.35,28.79,221.03,142.47,329.89,,79.96,394.43
2021-12-28,30.26,175.44,329.44,170.66,362.82,343.52,45.08,145.48,145.26,61.84,537.59,61.07,90.77,18.57,153.15,55.82,153.77,68.34,113.61,324.45,48.01,150.70,413.68,197.48,168.59,62.44,364.54,161.95,178.35,167.93,93.73,94.12,93.19,630.06,772.48,221.93,40.95,104.30,,569.36,207.23,47.29,1316.28,160.50,86.47,99.60,224.17,634.18,46.46,190.08,35.26,372.15,58.65,75.49,47.35,106.88,56.04,24.33,106.76,153.56,49.53,73.20,22.23,90.52,481.61,169.71,28.77,130.47,282.77,34.07,212.94,58.89,651.28,168.70,189.09,49.47,174.38,56.80,177.42,179.39,478.49,32.31,27.26,80.03,153.81,119.69,,37.44,82.75,275.80,655.79,29.14,221.68,132.38,324.66,,79.75,388.61
2021-12-29,29.94,175.53,330.11,169.20,362.06,340.27,45.06,145.45,145.31,62.17,540.57,61.05,93.92,18.17,148.26,56.20,155.06,69.36,113.11,325.97,48.07,151.23,416.49,199.08,168.33,63.02,365.27,163.01,178.76,169.18,93.64,93.93,91.28,628.36,769.80,223.32,41.01,105.03,,569.29,206.87,49.77,1323.56,160.31,87.01,100.62,225.94,642.94,47.21,189.93,35.41,373.44,58.97,75.81,47.90,107.98,54.01,23.87,106.96,150.11,49.95,73.35,21.95,89.32,481.84,167.44,29.01,130.15,282.57,34.71,212.48,59.18,655.69,170.08,188.96,49.84,176.42,55.61,179.71,180.30,477.43,32.49,27.22,80.22,154.70,121.04,,37.71,83.55,275.75,656.28,29.10,222.87,133.85,323.18,,79.85,382.78
2021-12-30,29.53,174.38,327.57,168.64,356.78,341.68,45.20,145.00,144.81,61.48,536.90,61.21,91.70,18.69,145.15,55.90,152.17,68.56,112.02,324.96,47.99,150.97,408.83,198.09,167.10,62.78,363.30,162.33,178.40,166.03,94.08,93.57,93.99,623.84,768.11,222.45,41.01,104.90,,570.53,208.95,49.20,1356.46,158.68,85.93,99.55,223.71,638.20,46.78,188.25,35.17,370.81,58.73,75.90,47.69,108.89,59.45,24.45,105.67,152.38,49.83,71.96,21.66,88.17,475.82,168.78,28.74,131.44,281.71,35.14,210.71,59.42,661.32,171.03,190.86,49.29,174.20,56.23,178.93,180.83,475.64,32.58,27.32,79.16,156.07,120.22,,37.77,82.94,276.50,657.23,28.98,221.69,135.33,324.59,,80.17,385.36
2021-12-31,29.35,173.76,324.68,166.72,352.26,333.73,45.68,143.66,143.50,61.51,540.50,60.24,91.07,18.21,143.90,55.68,151.58,68.63,111.51,326.94,47.76,151.88,411.73,196.78,166.27,62.13,359.30,163.24,179.61,166.16,94.21,92.79,94.26,623.70,764.20,219.60,40.80,105.56,,567.06,204.75,49.08,1348.40,159.05,85.98,98.85,224.64,627.28,47.08,186.35,35.43,368.50,59.23,76.14,48.02,108.90,58.30,23.54,106.54,148.90,50.31,71.88,21.76,88.62,477.59,166.49,28.85,128.93,281.19,35.39,209.95,58.96,658.46,169.58,187.58,49.63,175.23,54.45,178.11,177.72,478.26,32.74,27.24,79.15,157.00,120.26,,37.90,82.74,273.18,651.97,29.18,222.32,134.24,321.33,,79.03,381.29
2022-01-03,30.06,178.10,323.16,170.40,399.93,335.90,45.67,143.80,143.89,61.32,539.56,59.74,93.61,18.53,150.24,55.50,154.05,69.24,110.02,319.59,49.35,151.24,416.50,198.29,168.15,62.11,360.00,164.53,178.14,169.19,96.65,90.70,94.38,612.31,765.49,222.53,41.13,105.30,,564.37,198.33,49.62,1332.94,157.77,87.89,99.01,222.30,622.89,46.40,183.16,34.94,361.10,58.93,75.83,48.27,107.84,56.10,25.33,101.95,145.34,50.43,66.62,22.64,91.90,479.06,172.68,27.91,131.91,283.72,34.97,213.12,59.16,631.01,173.91,193.90,49.99,169.36,55.83,163.83,178.61,461.84,32.61,28.13,80.00,152.87,118.51,,36.74,83.53,263.72,647.58,29.37,215.44,130.20,301.83,,78.84,350.42
2022-01-04,29.23,175.84,317.62,167.52,383.20,333.91,44.83,143.22,143.24,62.02,537.20,59.12,94.19,18.17,144.42,54.14,152.54,67.95,109.67,325.42,49.29,151.46,412.81,199.29,168.32,61.79,354.63,163.04,180.03,170.12,96.79,87.33,88.61,599.55,747.93,221.86,40.89,103.10,,554.00,189.19,50.89,1241.38,161.72,86.85,101.51,223.33,612.68,46.59,178.30,35.46,352.99,59.35,75.87,48.87,107.84,49.82,26.75,102.20,135.91,52.86,64.43,23.14,97.94,475.57,170.80,28.07,132.71,278.19,34.93,214.65,59.54,605.42,165.23,190.12,49.99,173.57,55.11,157.76,181.90,457.16,33.10,27.95,79.52,151.51,118.28,,36.53,85.26,253.06,640.77,30.00,215.51,128.07,281.58,,77.38,334.99
2022-01-05,27.55,171.17,305.43,164.36,362.71,321.65,45.44,136.65,136.53,59.44,523.58,56.75,92.29,16.96,136.15,53.28,148.09,66.02,110.92,326.93,49.96,151.97,402.76,196.93,164.81,61.77,341.95,160.52,181.81,169.46,94.76,84.14,82.03,575.68,715.75,221.42,40.91,99.67,,514.43,179.29,50.47,1129.69,158.21,82.67,100.36,221.43,591.13,45.69,172.62,35.28,339.77,60.21,76.57,48.03,104.50,48.53,26.45,97.60,127.97,53.06,60.70,23.22,97.05,445.83,162.25,27.71,130.79,264.32,34.91,207.00,60.12,583.46,155.09,186.16,50.99,167.36,50.91,145.52,171.85,453.63,33.06,26.06,76.84,147.99,116.02,,35.38,83.95,248.26,624.86,29.88,208.30,121.95,262.33,,74.75,311.64
2022-01-06,28.12,168.31,303.01,163.25,354.90,329.87,45.31,136.62,136.43,58.89,523.46,55.33,93.52,16.74,136.23,53.84,150.59,66.99,111.12,319.00,50.09,152.01,413.75,196.96,164.76,61.26,334.18,161.03,181.60,168.96,95.42,88.82,82.15,568.59,732.50,221.65,41.15,100.30,,514.12,187.49,48.72,1156.78,159.03,84.12,98.32,219.91,594.42,46.68,173.12,35.54,344.97,60.19,76.32,47.76,104.29,52.13,25.72,96.88,137.28,53.59,62.80,23.47,101.60,450.75,159.75,27.87,126.77,264.11,34.76,209.20,59.65,576.36,151.00,191.25,51.29,167.31,49.86,143.89,164.61,458.47,33.42,26.43,77.55,150.14,115.24,,35.37,82.28,250.63,631.95,29.93,206.71,120.75,260.21,,73.65,313.75
2022-01-07,27.19,168.47,303.17,162.55,342.32,329.21,45.75,135.89,135.89,57.23,510.49,54.11,92.34,16.56,132.00,54.03,145.27,63.88,105.51,317.37,49.56,152.20,399.10,198.81,158.30,60.98,324.29,156.81,185.85,163.92,95.60,87.58,80.45,550.97,725.76,221.85,40.78,97.08,,510.70,188.99,49.54,1085.36,160.42,81.74,97.08,217.59,599.68,45.48,166.02,35.35,330.36,60.34,77.71,47.03,100.05,55.90,30.06,95.54,132.27,53.25,62.93,23.62,99.85,430.50,166.05,27.30,128.82,262.32,34.70,204.01,60.17,550.30,148.13,186.60,51.32,162.62,48.29,143.79,164.60,449.27,33.30,25.75,74.48,145.19,113.51,,34.10,81.52,250.24,610.49,30.35,200.85,117.87,261.53,,71.88,303.71
2022-01-10,27.35,168.49,303.39,161.49,352.71,325.52,45.66,137.53,137.45,57.42,493.95,53.99,91.80,16.50,132.00,54.64,144.09,63.40,101.67,316.56,51.21,152.28,400.84,201.50,161.41,61.69,325.53,158.26,183.87,163.26,95.28,87.10,82.94,553.53,698.00,223.96,41.16,95.69,,525.83,192.50,49.33,1053.31,155.98,80.85,100.11,212.17,617.10,45.01,165.88,34.43,329.63,59.87,77.45,46.37,98.27,56.99,28.59,95.97,133.45,52.65,64.94,23.58,99.71,434.99,160.71,27.10,126.00,262.39,34.81,204.47,60.84,558.65,150.16,181.98,51.33,161.44,48.19,146.33,142.99,441.67,33.31,25.48,75.39,147.51,111.52,,34.02,80.83,252.31,605.43,30.36,200.88,115.58,275.65,,71.51,312.98
2022-01-11,27.76,171.32,304.08,165.36,354.80,331.77,45.53,138.59,138.88,57.50,497.02,54.08,92.10,16.89,137.31,55.13,146.85,64.25,106.70,317.51,51.85,152.21,407.42,203.26,162.89,61.93,328.02,161.26,186.33,168.46,96.97,87.68,84.00,561.81,699.91,226.15,41.66,93.89,,529.89,196.11,49.69,1166.07,159.01,84.80,97.75,214.34,621.89,45.44,169.23,34.21,340.38,60.08,76.83,47.29,101.90,60.02,28.68,97.39,143.64,52.66,64.71,24.38,102.18,438.07,168.61,27.15,127.86,270.63,34.08,209.73,59.74,555.06,148.03,190.50,51.98,159.14,50.66,148.60,148.42,448.15,33.77,24.59,76.92,149.76,113.45,,34.51,82.04,255.72,612.10,30.55,202.83,120.29,277.53,,75.29,314.95
2022-01-12,27.94,171.76,307.25,165.21,368.74,330.67,45.29,140.27,140.49,57.50,500.61,53.72,92.99,16.72,137.47,54.91,153.69,65.50,106.58,322.09,51.70,152.04,415.32,202.72,164.12,61.83,323.16,161.37,188.00,169.38,95.66,88.67,84.33,560.39,712.39,226.14,41.51,93.74,,532.37,187.97,50.08,1210.91,158.68,83.54,99.07,213.75,627.20,45.57,170.18,34.53,338.59,60.18,77.27,46.99,100.48,60.38,28.79,97.65,140.66,52.75,64.16,24.17,102.36,434.59,169.54,27.19,129.52,269.60,34.30,211.10,59.73,554.63,147.54,186.20,51.99,158.57,51.46,146.33,156.06,452.27,33.94,23.47,77.48,151.03,113.02,,35.17,82.13,257.96,613.98,30.31,201.57,122.60,273.98,,74.81,320.59
2022-01-13,26.52,168.49,294.25,161.21,343.85,323.94,45.93,137.45,138.00,55.20,492.12,51.92,93.49,16.01,132.74,54.36,151.40,65.54,105.88,314.66,50.95,152.29,403.47,201.92,162.46,61.51,313.21,157.68,189.02,167.08,96.56,83.10,79.55,536.76,700.79,226.58,41.78,92.41,,516.90,174.90,50.06,1131.01,158.35,77.35,96.98,211.29,611.98,45.85,163.16,34.62,327.51,60.42,77.76,47.19,99.80,57.62,29.34,97.30,131.78,54.33,61.58,23.76,101.95,419.77,166.00,27.36,127.90,260.17,34.61,204.50,60.11,534.20,148.00,180.05,52.93,155.40,48.96,135.13,154.83,443.73,34.33,23.67,76.08,143.65,111.56,,34.64,81.32,249.41,619.08,30.60,197.41,113.94,250.47,,74.02,298.65
2022-01-14,26.89,169.36,299.46,162.14,349.87,329.32,45.80,138.34,138.65,55.13,478.89,52.57,95.19,16.01,136.88,54.23,160.86,69.65,104.34,310.15,51.66,153.57,425.98,205.87,164.98,61.42,307.74,159.74,187.48,171.45,96.24,83.18,79.01,534.69,714.66,234.06,42.10,90.35,,520.60,176.70,50.15,1122.74,156.70,81.63,95.54,208.39,611.11,45.26,161.75,34.34,326.16,60.83,77.86,44.96,97.46,60.41,31.18,95.55,131.53,55.01,62.51,24.83,106.17,424.20,163.99,26.66,127.51,259.10,34.46,207.66,60.06,529.35,148.50,177.47,52.94,154.57,49.96,138.28,152.58,436.00,35.07,23.73,76.63,137.17,110.13,,34.18,81.32,254.31,607.69,30.90,192.59,111.83,254.74,,74.53,297.39
2022-01-18,25.85,166.16,292.17,158.92,343.50,315.67,45.00,134.88,135.18,53.41,464.69,51.08,90.80,14.97,131.93,52.79,146.76,64.80,102.79,303.10,50.79,152.10,395.33,204.53,160.81,60.27,295.49,154.64,183.98,162.51,93.62,83.73,72.44,522.10,686.53,231.07,40.88,88.20,,513.34,172.85,48.26,1100.75,153.53,76.39,92.27,206.29,607.12,44.38,153.53,33.22,313.48,60.18,77.30,43.35,94.54,61.53,29.64,94.01,128.58,54.70,61.69,24.24,103.48,403.06,154.69,26.29,130.90,252.03,34.34,200.40,59.56,518.17,139.19,173.53,51.87,153.41,46.83,131.87,154.04,433.69,34.06,22.64,72.12,132.20,108.39,,33.24,80.38,245.86,582.75,30.42,192.88,107.47,259.20,,73.15,293.63
2022-01-19,25.02,162.66,292.83,156.30,331.88,317.10,45.45,134.01,134.55,52.13,466.68,51.59,87.99,14.56,128.27,52.06,137.81,61.34,101.32,304.07,49.73,153.19,376.39,202.32,157.30,59.10,293.46,151.44,181.52,156.71,93.34,86.60,70.12,529.41,670.78,230.84,41.00,87.42,40.56,516.58,175.71,46.62,1060.94,148.42,75.62,89.56,204.82,613.96,43.97,153.17,33.22,312.14,60.38,77.28,43.37,94.37,64.35,28.58,93.24,131.76,53.67,61.43,23.77,103.29,400.76,154.58,26.13,133.83,254.35,34.61,194.44,59.32,519.13,138.62,172.63,51.70,152.76,46.04,130.91,163.36,430.82,34.27,22.22,69.69,132.55,106.84,,32.97,80.24,249.46,581.30,30.25,194.25,108.81,253.11,,73.15,293.46
2022-01-20,24.10,160.98,291.16,151.67,332.09,314.10,44.59,132.21,132.42,50.63,459.69,50.83,83.17,14.62,121.89,51.33,134.04,59.14,100.05,303.59,48.27,152.08,366.90,200.22,153.02,58.03,292.73,147.33,179.96,151.28,95.56,86.61,70.90,528.70,678.12,228.61,40.91,86.38,43.45,510.85,173.89,45.10,1091.31,150.83,72.58,87.87,200.71,610.26,43.20,150.31,33.21,309.96,60.53,76.96,43.19,92.85,66.12,27.49,91.42,126.78,52.61,61.00,24.16,100.17,391.26,158.00,25.29,135.76,252.41,34.91,183.99,59.37,511.15,138.31,172.36,51.63,150.10,45.75,130.01,164.46,428.15,34.02,21.94,67.25,133.82,106.60,,32.10,79.91,251.77,572.16,30.12,192.48,108.66,250.67,,72.30,291.32
2022-01-21,23.33,158.92,285.78,142.64,314.63,300.81,44.26,129.28,129.03,49.29,458.54,39.75,80.10,13.53,118.81,50.10,130.10,57.81,97.71,298.34,48.27,152.32,357.09,199.19,154.95,58.63,269.53,148.15,176.67,149.86,92.11,80.61,68.49,513.10,666.86,228.08,40.52,86.92,43.45,499.91,164.73,43.51,1052.56,151.11,71.35,83.57,197.81,617.23,42.39,148.30,32.14,303.31,61.06,77.00,42.81,90.94,62.41,26.19,91.23,116.95,52.19,57.73,24.63,96.95,384.75,156.73,25.45,135.88,239.19,34.78,184.30,59.41,501.96,136.41,162.67,50.32,145.12,37.59,125.55,164.76,426.39,33.77,22.00,66.66,132.96,104.55,,31.67,78.58,245.69,569.69,30.07,190.59,105.53,241.94,,70.92,283.00
2022-01-24,23.33,158.15,286.11,144.54,310.00,306.31,44.27,129.73,129.31,50.06,465.48,38.72,81.10,13.40,116.53,50.29,134.17,59.34,102.54,298.38,48.17,151.55,374.39,197.75,157.33,58.68,271.98,149.94,176.11,154.53,92.26,84.04,69.54,519.06,659.84,229.68,40.79,88.53,41.33,519.66,167.27,42.91,1026.63,149.91,70.90,85.01,198.82,617.31,43.85,151.66,32.38,308.34,60.39,76.27,44.07,93.63,60.52,26.88,92.87,117.35,51.96,58.07,24.48,98.12,389.19,147.90,25.88,132.16,245.35,34.37,187.18,58.72,511.65,136.53,161.31,50.46,151.11,37.04,136.07,164.99,423.00,34.08,22.30,68.05,135.59,105.80,,32.35,79.36,247.63,577.13,29.57,191.84,106.71,243.20,,69.65,300.27
2022-01-25,22.28,156.35,278.50,139.99,306.13,297.81,43.30,125.89,125.70,49.37,454.45,36.64,78.92,13.06,111.13,49.59,128.10,56.14,101.60,295.95,47.30,149.81,354.30,196.84,153.47,58.91,264.14,144.67,174.26,150.33,91.45,79.25,64.58,500.91,622.55,227.11,40.47,87.55,40.46,502.72,158.59,41.46,1001.65,151.15,65.91,82.93,197.58,599.14,43.09,142.39,31.78,291.66,59.83,76.13,43.17,92.07,59.50,26.86,91.65,109.39,53.55,54.59,25.26,104.34,362.91,144.56,25.07,128.06,233.78,33.98,179.53,59.11,478.19,130.94,157.36,50.00,146.67,36.51,125.14,158.39,416.56,34.00,21.69,65.95,128.07,104.64,,31.77,76.70,236.11,563.54,29.43,185.26,101.56,228.88,,67.04,286.69
2022-01-26,22.73,156.26,286.44,138.87,312.47,292.34,42.86,128.17,128.19,51.50,460.31,35.97,80.14,12.75,110.71,48.90,130.60,56.94,100.21,291.55,47.94,148.22,364.34,194.66,157.32,57.62,264.46,148.38,172.84,151.74,93.09,79.37,63.03,492.65,627.05,226.58,39.48,86.26,41.73,500.81,160.94,41.08,975.64,152.78,66.54,84.26,179.89,601.19,42.05,141.49,31.71,288.56,59.51,76.02,42.29,90.30,54.08,24.40,91.67,101.47,53.51,54.23,24.89,104.68,366.14,142.14,24.91,127.06,233.28,34.13,181.55,58.89,466.52,130.12,156.15,50.54,142.81,35.37,128.04,157.92,415.57,33.40,21.45,67.63,128.19,100.06,,30.80,76.31,225.04,555.00,29.29,182.49,98.96,226.85,,65.98,293.06
2022-01-27,21.90,155.80,289.46,139.64,276.37,292.35,42.89,127.95,128.07,50.13,459.40,38.67,76.96,12.28,102.60,48.28,125.37,53.00,101.95,293.84,44.56,148.08,346.34,195.93,154.22,57.56,262.77,143.57,172.84,146.47,92.66,80.87,59.78,502.11,609.20,228.22,39.11,86.02,44.19,493.05,159.81,40.52,992.50,147.95,63.82,90.71,178.94,604.64,42.31,138.98,31.63,285.36,60.27,76.51,41.58,90.41,50.83,25.24,90.80,96.09,53.14,53.94,24.69,105.70,349.60,138.41,24.69,128.11,228.66,34.39,173.25,60.04,471.08,127.18,157.27,49.43,139.83,31.94,128.15,157.25,412.32,33.57,20.42,64.58,129.40,98.32,,30.38,76.27,226.18,561.03,29.33,183.02,95.88,223.08,,65.82,290.89
2022-01-28,22.79,166.67,297.59,143.98,282.12,299.36,43.42,132.26,132.20,51.77,468.84,38.44,77.50,12.71,105.24,49.15,127.58,53.55,104.47,297.23,44.27,150.97,350.98,200.43,157.44,58.93,271.79,147.33,173.99,151.57,94.75,82.69,60.89,519.19,619.09,243.02,40.51,87.73,45.14,518.16,168.90,37.56,1048.63,153.41,65.22,93.64,181.54,620.73,42.90,145.42,32.45,296.35,59.33,77.14,42.65,91.27,53.05,27.15,92.87,103.67,53.39,56.43,24.56,105.77,359.06,142.77,25.14,128.95,239.54,35.13,174.62,60.82,489.05,132.09,162.65,50.34,143.50,33.90,136.96,158.74,423.99,33.60,21.40,65.65,136.07,102.21,,31.35,78.75,238.18,590.47,29.30,187.87,103.35,238.70,,67.37,319.17
2022-01-31,24.44,171.03,300.21,149.57,312.24,310.82,44.14,134.19,134.59,54.16,480.93,42.71,80.43,13.71,114.25,49.20,133.10,56.30,104.00,300.76,45.28,151.71,372.64,198.68,159.40,58.77,284.18,152.29,176.14,159.70,96.44,86.23,64.42,539.00,650.03,243.05,40.73,88.73,46.35,534.30,180.64,38.94,1132.06,155.08,70.22,93.75,187.82,604.51,43.45,152.14,32.25,310.50,59.87,77.37,43.36,93.15,59.84,27.91,94.12,113.49,53.00,59.45,24.81,103.66,390.07,153.97,25.52,129.68,249.79,35.51,189.36,60.66,507.30,137.60,171.03,50.72,147.63,36.80,146.11,163.34,425.64,33.88,22.68,70.44,139.93,104.37,,32.31,79.66,253.01,593.34,29.10,190.63,107.62,257.11,,70.16,324.34
2022-02-01,24.59,170.86,298.07,151.19,310.42,316.52,44.49,136.52,136.76,54.79,484.05,45.71,79.63,14.20,116.78,48.94,133.52,56.26,105.33,303.33,45.40,150.68,371.45,200.03,160.99,58.59,286.51,153.59,176.88,160.94,96.82,85.48,67.69,544.44,654.14,245.66,40.69,89.13,48.07,535.98,182.15,39.56,1138.11,156.91,71.22,94.46,187.27,609.24,43.80,151.61,32.72,311.82,59.56,75.61,43.24,93.90,59.60,27.17,93.11,114.62,54.34,60.44,24.87,106.99,393.37,156.94,25.59,127.02,249.77,35.43,191.91,59.64,513.51,144.93,174.87,51.74,149.71,37.30,147.78,160.25,430.34,34.05,23.71,71.17,144.00,104.67,,32.36,80.59,252.74,596.89,29.36,191.06,108.76,261.09,,70.51,325.87
