Date,NVDA,AAPL,MSFT,AMZN,TSLA,META,WMT,GOOGL,GOOG,AVGO,COST,NFLX,MU,PLTR,AMD,CSCO,AMAT,LRCX,TMUS,LIN,INTC,PEP,KLAC,AMGN,TXN,GILD,ISRG,ADI,HON,QCOM,BKNG,PANW,APP,INTU,ASML,VRTX,CMCSA,SBUX,CEG,ADBE,CRWD,WDC,MELI,MAR,MRVL,STX,ADP,REGN,ORLY,CDNS,CSX,SNPS,MDLZ,AEP,MNST,ROST,PDD,WBD,CTAS,DASH,PCAR,FTNT,BKR,FANG,MPWR,ABNB,FAST,EA,ADSK,EXC,NXPI,XEL,IDXX,ALNY,PYPL,CCEP,ODFL,MSTR,DDOG,TTWO,ROP,KDP,INSM,MCHP,AXON,PAYX,GEHC,CPRT,CTSH,WDAY,CHTR,KHC,VRSK,DXCM,ZS,ARM,CSGP,TEAM
2021-01-04,13.08,125.86,208.41,159.33,243.26,266.85,45.54,85.60,85.71,38.17,359.20,52.29,72.22,23.37,92.30,37.83,83.09,45.21,127.33,240.73,44.90,122.56,246.35,192.31,139.82,49.33,266.67,133.39,176.12,132.49,84.98,58.61,,358.45,477.32,229.43,40.22,91.53,,485.34,200.49,39.31,1640.00,120.10,45.37,50.95,151.06,479.62,30.26,135.76,27.33,254.70,50.63,67.37,45.30,110.48,166.78,30.63,81.86,139.19,46.77,29.11,18.43,39.39,351.14,139.15,21.00,135.70,296.84,24.39,147.73,55.62,491.77,128.10,230.69,41.70,92.97,42.52,91.23,201.85,405.84,27.51,33.42,61.66,116.85,77.66,,30.16,73.13,228.08,647.03,26.68,196.00,89.43,196.09,,89.53,231.56
2021-01-05,13.37,127.41,208.61,160.93,245.04,268.86,45.30,86.29,86.34,38.43,355.03,52.08,75.35,24.60,92.77,37.85,85.70,46.77,126.77,244.51,45.75,122.92,251.52,193.24,140.85,49.24,268.35,135.78,176.55,135.99,85.92,58.36,,355.72,482.44,228.58,39.98,91.83,,485.69,211.24,39.93,1650.00,121.37,46.64,51.02,150.64,480.21,30.09,136.14,27.80,258.89,50.69,67.27,45.71,110.58,187.20,31.52,83.12,144.43,47.17,28.35,18.64,43.19,356.66,148.30,21.28,137.46,301.70,24.36,151.04,55.07,497.26,127.45,233.66,41.54,93.48,42.86,93.03,204.74,405.49,27.55,33.45,63.02,122.30,77.37,,30.03,73.35,225.36,636.59,26.17,195.12,92.19,193.48,,89.38,234.42
2021-01-06,12.58,123.12,203.20,156.92,251.99,261.26,45.58,85.44,86.06,38.19,349.63,50.05,75.20,23.54,90.33,38.21,86.87,46.96,126.46,252.54,46.20,121.42,250.97,197.90,141.55,50.84,264.26,136.39,179.77,134.89,88.34,57.55,,348.13,467.98,226.65,40.45,92.50,,466.31,208.85,40.20,1571.98,124.54,45.56,50.78,150.11,466.94,31.01,130.64,28.53,249.70,50.59,67.81,45.35,115.41,176.75,34.25,83.62,140.01,49.03,27.62,19.43,45.32,345.15,142.77,21.64,133.06,302.87,25.15,153.82,56.29,483.60,126.83,225.62,42.25,94.24,48.06,91.33,201.53,409.57,27.66,34.05,64.23,121.69,78.34,,29.45,73.81,220.00,624.51,26.46,193.28,93.98,184.42,,89.67,224.48
2021-01-07,13.31,127.33,208.98,158.11,272.01,266.65,45.58,87.99,88.63,39.80,347.64,50.89,77.15,25.00,95.16,38.69,90.44,48.66,128.06,251.81,47.18,121.03,263.25,198.55,144.75,51.31,269.40,142.15,180.06,138.91,87.95,60.52,,355.49,478.68,232.90,40.53,91.75,,477.74,221.47,41.20,1597.97,125.47,48.02,50.98,150.96,477.97,31.33,137.05,29.21,258.84,50.49,66.00,46.75,115.15,180.12,34.40,84.59,152.77,48.80,28.65,19.88,45.70,366.95,151.27,21.91,136.89,315.20,24.90,159.54,55.19,495.19,139.40,233.79,43.46,98.46,53.58,96.64,208.01,417.07,27.82,34.03,66.84,124.57,78.67,,30.22,74.54,226.21,629.77,26.27,194.16,96.79,193.05,,90.55,233.38
2021-01-08,13.24,128.42,210.25,159.13,293.34,265.49,45.57,89.15,89.62,40.01,349.55,51.04,75.51,25.20,94.58,38.78,91.40,47.44,129.86,251.51,46.69,122.48,267.98,202.35,147.53,51.73,272.92,143.18,177.88,139.75,89.59,61.09,,361.69,485.66,237.00,41.23,93.81,,485.10,223.73,39.00,1719.00,124.83,48.08,50.04,152.92,495.38,31.86,136.19,29.77,262.80,50.87,65.42,47.49,115.52,180.77,34.63,83.42,156.09,48.47,29.63,19.70,45.68,372.88,149.77,22.37,137.98,319.85,25.01,159.57,55.70,513.20,146.66,241.17,44.25,100.22,53.16,99.94,210.43,417.57,28.00,33.63,66.26,125.36,79.09,,30.55,75.46,227.65,634.38,26.21,194.09,97.02,197.37,,91.95,235.48
2021-01-11,13.58,125.44,208.22,155.71,270.40,254.84,45.78,87.09,87.62,40.02,343.95,49.91,76.73,25.93,97.25,39.04,93.69,48.85,127.81,248.84,46.59,120.71,273.59,201.57,147.66,51.30,271.22,144.61,176.46,139.28,87.22,60.80,,359.64,484.91,234.64,41.22,92.86,,474.24,232.24,38.80,1761.55,123.84,49.22,49.80,150.65,499.55,32.26,134.69,29.82,260.43,49.91,65.09,46.47,114.07,172.49,35.13,80.89,167.00,48.70,29.63,19.86,46.92,377.74,148.13,22.25,137.36,317.81,24.80,157.91,54.55,506.55,156.63,236.24,43.20,98.65,49.55,104.25,206.54,424.77,27.44,33.20,66.44,124.84,78.21,,30.22,73.80,228.83,641.13,25.61,191.16,92.66,198.70,,90.44,230.67
2021-01-12,13.45,125.26,205.76,156.04,283.15,249.13,46.30,86.16,86.62,40.34,344.13,49.42,77.50,26.18,95.36,39.41,95.65,50.73,123.73,248.00,48.13,120.15,275.37,200.74,148.51,50.95,262.81,145.33,176.90,137.80,86.24,61.75,,353.20,490.62,229.38,40.01,91.28,,471.65,233.59,37.56,1810.09,122.62,49.61,50.06,151.14,502.36,33.03,133.72,29.79,258.58,50.11,64.31,46.99,114.34,169.48,35.30,80.88,191.99,49.38,30.58,20.20,50.60,376.84,160.80,22.75,135.26,320.13,24.93,160.53,53.70,496.73,165.65,236.38,42.40,99.14,51.42,105.58,199.15,416.50,27.44,36.51,67.12,135.00,77.97,,30.46,73.34,225.62,621.49,25.09,189.97,90.04,205.90,,88.23,234.19
2021-01-13,13.49,127.30,207.11,158.29,284.80,249.68,45.83,86.65,87.01,40.51,346.73,50.78,77.94,25.50,91.78,39.04,93.78,49.79,123.55,249.03,51.48,121.13,274.52,201.71,147.74,50.50,270.48,144.77,175.33,140.45,85.70,60.97,,352.52,490.74,227.10,40.13,91.34,,472.05,226.42,37.23,1798.19,121.77,49.22,50.79,147.21,508.46,32.19,134.12,29.40,257.14,50.15,64.56,45.94,112.45,164.80,36.69,80.01,198.00,49.10,29.58,20.16,49.53,373.66,169.99,22.34,132.61,314.33,25.36,161.75,55.06,497.58,170.93,243.60,42.44,97.97,51.93,104.85,199.50,400.19,27.70,36.38,67.74,145.26,76.97,,29.77,73.31,229.07,618.01,24.95,190.21,90.64,207.08,,89.19,229.87
2021-01-14,13.16,125.37,203.94,156.37,281.67,243.73,45.68,85.84,86.30,40.58,342.38,50.09,79.29,24.92,90.79,38.85,101.19,52.75,119.89,245.27,53.56,120.43,287.56,205.04,148.00,51.21,265.71,145.67,176.68,143.51,85.70,60.53,,353.05,519.94,226.12,39.66,90.39,,463.27,225.62,37.91,1852.53,124.10,50.27,50.85,144.75,514.43,31.43,135.40,29.04,257.91,50.10,65.13,45.68,110.48,167.26,37.25,77.94,207.24,49.27,29.51,20.79,49.84,371.72,180.50,22.18,135.14,311.11,25.23,164.10,53.84,488.90,165.07,240.77,41.97,101.17,63.10,101.84,195.47,394.63,27.60,37.37,68.90,149.64,75.69,,29.32,73.71,227.33,623.09,25.01,187.31,88.02,209.87,,86.83,222.97
2021-01-15,12.82,123.65,203.58,155.21,275.39,249.40,44.95,85.67,86.10,40.03,342.20,49.80,78.73,25.64,88.21,39.10,98.65,51.78,122.38,240.06,52.05,120.11,287.80,208.29,145.83,51.97,259.47,144.11,174.44,140.15,83.21,60.81,,358.36,503.57,225.55,38.95,90.85,,458.08,219.51,38.54,1851.78,122.05,49.74,51.32,144.05,514.45,31.11,134.64,29.02,258.92,50.02,66.48,45.83,110.39,161.20,36.76,77.69,187.15,48.67,29.31,20.05,47.67,365.01,169.27,22.25,135.20,308.51,25.69,157.01,55.02,489.46,166.36,238.51,41.86,101.11,57.81,99.84,196.28,398.70,27.88,36.24,66.78,150.77,75.95,,28.94,73.89,222.56,628.91,24.94,183.58,88.55,211.06,,85.37,222.93
2021-01-19,12.99,124.32,207.21,156.04,281.52,259.07,44.57,88.49,88.81,41.23,334.93,50.18,83.39,26.62,89.45,38.89,104.46,54.86,124.85,240.95,52.42,120.68,297.22,210.64,150.14,55.04,259.47,146.66,175.11,146.11,84.93,60.67,,371.82,524.57,231.91,39.08,91.03,,456.50,221.92,39.13,1913.21,122.11,52.71,51.92,144.82,530.31,30.93,137.62,28.78,268.20,49.95,66.68,45.04,107.57,168.79,36.15,76.73,198.75,49.25,29.64,20.05,48.30,376.64,173.69,22.22,137.56,310.97,25.37,159.55,54.81,484.93,168.41,245.94,41.40,101.17,59.22,99.09,198.73,401.43,27.84,39.44,68.89,159.36,75.93,,29.02,73.45,221.04,633.27,25.23,184.88,89.41,212.00,,87.20,226.74
2021-01-20,13.33,128.40,214.77,163.17,283.48,265.40,45.22,93.23,93.58,41.46,341.39,58.63,81.44,26.34,88.75,39.02,103.14,53.25,127.20,239.42,53.04,120.06,287.99,214.12,149.40,55.80,266.19,146.01,176.23,146.85,84.82,61.76,,376.18,524.46,236.70,39.10,93.63,,469.73,226.33,39.00,1984.34,121.98,52.98,52.09,145.15,538.63,31.08,140.10,28.95,273.43,49.92,66.71,44.81,108.58,170.96,36.44,79.15,189.46,49.35,30.06,20.07,48.79,381.55,161.83,21.46,141.62,308.58,25.50,159.08,55.42,495.04,170.97,242.96,41.46,101.87,55.08,104.28,207.05,407.32,27.96,40.25,68.50,164.56,76.77,,29.10,75.43,226.79,642.82,25.62,188.11,91.03,214.76,,89.98,231.61
2021-01-21,13.83,133.11,215.38,165.35,281.66,270.75,45.02,93.44,93.79,41.91,342.80,57.98,82.91,25.98,91.53,38.82,103.27,53.36,125.38,235.51,56.47,118.60,288.81,213.84,150.92,54.97,266.22,145.51,173.81,146.98,82.85,60.94,,368.73,544.85,238.64,39.30,92.84,,472.02,221.00,40.27,1940.19,121.88,52.40,53.38,143.97,531.89,31.40,138.62,28.46,272.87,49.06,66.89,44.60,108.90,172.81,36.88,78.96,190.89,54.51,29.95,19.77,48.91,388.06,180.40,21.23,141.98,306.46,25.49,158.29,55.15,496.44,166.75,247.32,41.94,101.27,52.05,103.34,205.56,408.19,27.60,42.08,68.47,162.54,75.25,,28.92,74.48,229.39,650.43,25.55,188.26,91.88,213.63,,91.20,234.18
2021-01-22,13.67,135.25,216.31,164.61,282.21,272.36,45.48,93.85,94.28,41.75,342.33,56.52,80.25,32.58,92.79,38.53,101.70,53.33,125.34,233.91,51.22,117.73,288.63,215.08,148.95,54.94,248.03,142.12,171.29,144.91,81.13,60.77,,362.07,543.62,237.59,38.94,92.25,,472.44,223.52,38.16,1965.05,118.30,51.55,50.89,144.82,534.17,30.49,137.42,27.22,270.14,49.17,67.81,44.10,106.95,171.89,37.49,77.31,192.00,54.57,30.25,19.44,51.30,382.02,181.87,21.03,142.01,299.17,25.20,157.08,54.85,492.86,172.38,250.66,41.22,99.75,57.70,105.00,204.66,406.07,27.54,42.00,67.48,170.26,74.66,,28.65,74.18,235.53,646.69,25.66,186.22,92.53,217.36,,89.61,235.45
2021-01-25,13.61,139.00,219.74,164.70,293.60,275.85,45.44,93.94,94.20,41.73,341.93,55.68,79.27,36.23,94.13,38.75,103.41,53.70,126.05,235.44,50.12,119.08,292.32,218.14,149.04,55.94,250.67,140.43,170.97,146.67,79.26,60.13,,361.66,541.86,241.31,39.18,91.84,,473.44,217.49,38.59,1880.00,115.14,53.32,51.90,146.33,544.52,30.00,135.90,27.30,269.63,49.72,68.23,44.23,107.15,180.43,39.00,78.18,191.81,54.07,30.36,18.45,49.36,376.64,177.53,21.21,142.30,293.64,25.68,159.02,56.33,489.21,175.69,246.43,40.92,102.93,57.14,108.97,203.99,405.96,28.03,43.86,67.06,174.54,74.74,,28.23,73.70,234.99,652.17,26.31,182.28,94.10,207.66,,90.93,231.08
2021-01-26,13.40,139.23,222.42,166.31,294.36,279.85,45.85,94.62,95.08,41.64,344.86,56.19,77.55,35.37,94.71,38.95,100.93,52.27,126.35,237.98,49.91,120.46,287.25,219.41,147.79,54.74,256.55,141.54,170.28,145.02,77.87,59.04,,362.02,524.10,237.64,40.07,92.94,,476.28,206.80,39.18,1807.74,115.93,52.90,55.01,147.09,540.45,30.30,133.83,26.97,266.09,50.35,67.60,44.40,105.38,173.98,40.72,76.99,198.22,53.99,29.93,18.07,47.97,368.88,192.74,20.98,142.30,291.75,25.39,153.85,55.74,478.10,170.02,239.72,41.09,101.18,55.98,103.52,199.78,404.22,28.55,42.25,65.17,176.65,75.06,,27.57,73.25,235.60,649.54,26.81,182.11,90.36,197.00,,90.31,223.88
2021-01-27,12.88,138.16,222.97,161.63,288.05,270.02,44.71,90.20,90.79,39.92,336.75,52.33,73.23,39.00,88.84,39.33,94.29,48.71,118.52,225.94,48.45,117.27,269.17,213.01,140.43,53.74,252.91,134.72,168.86,137.10,74.06,55.86,,350.73,500.83,225.25,38.74,86.89,,460.00,200.93,40.03,1718.70,113.07,50.10,60.83,148.11,512.10,28.56,128.43,26.06,254.53,49.32,66.46,42.97,101.82,166.30,43.87,75.81,193.07,53.22,29.16,17.89,45.54,338.56,201.25,21.07,142.23,273.47,24.30,146.38,54.06,465.18,155.39,228.72,38.78,94.74,54.01,98.00,195.38,406.82,29.05,38.32,59.80,170.04,75.02,,27.06,70.12,223.45,615.78,27.08,178.02,87.41,199.22,,88.97,217.30
2021-01-28,13.01,133.33,228.74,161.88,278.48,262.94,44.68,91.90,92.40,40.55,337.38,53.86,76.45,35.66,87.52,39.02,96.75,47.98,122.85,232.11,50.69,118.24,275.47,210.20,145.86,53.08,255.12,136.31,171.79,138.78,79.87,58.85,,357.34,522.40,230.04,41.28,87.14,,465.67,212.49,39.62,1844.73,116.19,51.12,56.53,149.08,502.87,28.82,132.95,26.93,259.16,49.94,66.56,44.37,107.39,169.36,41.02,77.29,183.80,51.64,29.71,18.06,48.54,354.18,187.37,20.56,139.10,284.22,24.91,149.82,53.90,482.27,154.74,236.53,40.96,97.03,57.84,100.00,200.30,409.56,28.37,37.47,62.32,163.97,76.57,,27.48,72.65,228.56,654.65,26.47,180.11,91.72,206.28,,90.18,227.02
2021-01-29,12.95,128.34,222.07,160.31,264.51,256.32,43.66,90.62,91.04,40.44,333.01,53.24,76.34,35.18,85.64,38.36,92.47,45.77,121.22,228.26,50.18,116.02,265.03,204.84,143.68,53.84,249.21,134.59,165.46,139.43,76.35,58.46,,348.91,509.93,229.08,39.66,85.95,,458.77,215.80,42.47,1779.51,111.95,50.41,56.08,147.62,500.46,28.36,130.39,26.64,255.45,48.47,66.84,43.42,105.03,165.71,41.42,75.79,193.27,50.36,28.95,17.61,45.62,341.96,183.63,20.09,139.29,277.43,24.62,146.30,54.20,478.68,150.48,233.06,40.04,94.58,61.73,102.75,200.45,380.58,27.82,37.59,61.18,164.16,75.58,,27.44,71.78,227.53,607.56,26.12,177.28,93.71,199.70,,89.97,231.13
2021-02-01,13.20,130.46,229.43,167.14,279.94,259.97,43.28,93.88,94.29,41.90,331.20,53.90,78.44,33.96,87.66,39.07,96.80,47.42,123.47,232.94,51.25,116.36,276.91,203.99,149.55,53.43,248.70,138.74,165.62,144.16,78.16,60.23,,360.84,529.24,231.77,40.12,87.52,,470.00,215.01,43.34,1896.79,113.34,51.79,56.60,148.72,504.67,29.10,134.40,27.04,263.57,48.30,67.07,44.12,106.08,173.96,42.12,77.55,191.17,50.33,29.68,17.81,46.66,354.13,180.44,20.46,141.88,286.32,24.93,156.38,54.16,492.42,149.25,240.56,41.39,97.07,63.46,101.79,200.94,379.08,27.93,37.44,63.94,166.15,77.29,,27.72,72.60,236.69,599.02,25.92,179.64,95.65,204.47,,92.50,234.87
2021-02-02,13.52,131.28,229.30,169.00,290.93,265.00,43.75,95.17,95.59,42.81,335.98,54.82,79.60,31.02,88.86,39.44,99.08,48.81,126.81,234.63,52.43,117.55,282.74,204.04,151.54,53.45,252.61,138.74,169.49,147.01,81.11,64.56,,371.01,528.39,217.33,40.94,90.24,,484.93,219.64,43.58,1909.99,117.53,51.78,56.64,150.54,496.62,29.66,135.72,27.84,269.76,49.10,67.84,45.22,109.74,182.00,40.08,78.91,182.53,50.73,30.76,17.88,47.01,360.52,179.17,20.60,144.90,294.61,25.39,161.56,54.38,506.65,154.05,247.78,42.66,99.73,68.79,106.01,207.11,385.51,27.99,41.70,64.69,166.53,78.35,,28.49,73.71,257.76,616.70,25.85,182.30,98.66,216.71,,92.04,248.79
2021-02-03,13.49,130.26,232.64,165.63,284.90,264.57,43.88,102.10,102.66,41.76,335.63,53.94,77.15,31.76,87.89,39.39,95.52,47.70,124.39,232.66,52.14,117.25,270.93,201.15,146.19,52.95,248.47,134.82,168.66,144.80,79.60,62.93,,367.19,518.28,211.00,40.38,89.68,,481.92,218.12,43.43,1870.52,118.73,50.07,57.21,149.15,487.88,29.50,134.82,27.75,265.21,48.33,67.15,45.21,111.07,193.11,40.81,79.01,180.58,52.81,30.18,18.76,51.17,352.29,185.72,20.84,136.97,292.85,25.17,158.73,53.51,485.36,151.25,250.56,42.73,96.41,74.12,110.52,202.40,389.09,27.93,40.29,62.87,167.55,77.85,,28.02,73.06,258.63,609.26,25.73,180.53,97.92,209.56,,91.74,243.99
2021-02-04,13.63,133.62,231.69,166.55,283.33,264.41,44.30,101.84,102.28,42.25,336.90,55.22,79.24,32.05,87.84,40.66,98.74,49.13,125.57,231.77,53.47,118.66,278.43,201.27,149.15,54.02,252.35,137.50,169.88,132.01,81.79,63.75,,379.34,530.24,213.71,41.16,92.01,,489.38,224.01,44.60,1893.35,120.75,49.28,57.43,152.49,495.49,30.12,137.10,27.47,270.09,48.96,67.92,45.74,112.07,197.26,41.11,80.59,189.33,53.60,31.40,19.60,52.59,353.81,195.80,20.89,134.84,300.49,25.87,165.43,53.86,494.00,157.91,268.99,42.47,99.63,76.56,111.92,201.49,391.08,28.26,41.99,64.61,175.34,79.26,,28.58,68.78,264.19,619.79,25.66,182.00,100.81,213.75,,91.94,241.00
2021-02-05,13.55,133.20,231.87,167.61,284.08,266.01,44.87,103.59,104.05,41.83,336.26,55.08,79.10,34.05,87.90,41.38,96.32,48.21,120.45,239.39,52.92,119.75,272.57,200.51,147.36,56.18,254.08,135.89,171.86,130.11,82.32,63.31,,376.10,527.73,215.26,40.89,94.53,,492.12,223.53,44.96,1918.13,124.63,49.03,58.89,149.55,495.63,29.89,135.80,27.51,272.92,49.14,67.90,45.55,112.04,196.16,42.67,82.19,181.23,53.31,31.10,19.36,51.87,346.03,195.31,20.97,137.36,305.86,25.88,165.92,53.73,502.64,165.11,268.01,43.65,102.11,80.60,114.90,207.49,392.24,28.46,42.46,65.38,177.18,79.31,,29.85,68.60,263.95,617.65,26.35,181.08,102.76,216.78,,90.82,243.80
2021-02-08,14.40,133.35,232.13,166.15,287.81,264.50,45.07,103.37,103.79,42.44,340.67,54.79,81.93,36.05,91.47,42.12,101.57,50.39,121.24,239.36,53.81,119.27,286.03,201.57,151.86,55.78,256.66,139.95,172.65,131.49,82.44,64.23,,376.45,538.42,214.37,41.48,94.34,,493.76,222.36,46.75,1900.89,124.25,50.55,60.56,150.13,491.58,30.17,137.58,27.11,276.48,48.97,66.90,45.44,113.87,188.26,43.25,83.19,177.43,53.60,31.89,19.93,55.47,354.80,200.43,21.05,138.57,302.81,25.91,171.51,52.73,495.76,165.15,280.67,43.77,103.48,104.10,116.42,213.34,394.38,28.09,44.30,68.54,182.39,79.38,,30.19,69.85,272.79,615.53,26.44,182.46,100.82,215.87,,90.03,244.38
2021-02-09,14.22,132.47,233.37,165.25,283.15,267.35,45.32,102.92,103.33,42.61,340.41,55.91,81.26,38.17,90.91,41.74,100.79,49.94,119.66,237.76,53.46,118.59,282.29,200.79,150.62,55.23,259.78,139.63,171.09,130.35,81.88,65.16,,378.20,539.85,213.82,42.18,94.30,,496.05,223.72,46.43,1878.00,122.29,50.21,61.37,149.64,487.39,30.22,139.49,27.48,278.16,48.52,66.57,45.26,113.29,189.76,43.50,83.23,187.75,55.06,31.99,19.69,53.90,364.94,199.88,20.98,142.12,304.50,25.81,171.43,52.62,505.05,167.65,282.69,44.05,105.07,127.29,117.85,200.31,391.06,28.35,44.27,68.35,183.16,78.67,,30.27,70.13,275.37,619.51,26.28,184.05,100.26,220.00,,90.59,248.05
2021-02-10,14.72,131.87,232.46,164.33,268.27,269.75,44.80,103.47,103.92,42.20,337.16,56.36,80.31,35.70,92.35,40.65,101.27,50.36,119.69,235.07,53.53,116.98,281.63,202.32,151.20,55.22,262.70,139.98,171.21,129.81,84.10,65.37,,383.74,541.18,212.53,42.20,93.99,,492.67,231.35,45.45,1905.27,122.00,49.56,60.21,149.25,487.92,30.43,137.86,27.39,276.87,48.30,66.71,45.22,113.51,199.61,45.07,83.15,215.16,55.16,32.26,20.34,55.43,359.72,211.66,21.13,140.66,301.71,25.66,171.31,52.75,516.54,164.16,281.67,44.28,101.89,97.45,115.55,199.82,389.24,28.03,41.95,68.16,187.98,78.28,,29.51,70.02,274.09,611.63,26.42,184.35,99.86,223.09,,92.50,252.46
2021-02-11,15.21,131.62,234.06,163.11,270.55,268.28,44.76,103.58,103.94,42.95,333.45,55.76,84.34,33.11,92.66,40.95,108.08,54.12,119.61,235.43,55.17,114.66,307.06,200.90,155.41,54.92,266.28,145.07,171.23,129.86,84.79,65.18,,394.88,564.68,210.50,42.58,93.98,,496.62,234.80,48.14,1942.25,121.91,51.05,61.45,149.12,487.25,28.88,143.97,27.57,286.70,48.68,65.83,44.97,115.02,199.80,45.55,81.43,213.26,54.61,32.60,19.91,54.54,370.24,216.84,20.87,143.30,300.21,25.32,176.87,52.15,528.47,165.38,283.51,44.25,101.43,100.99,117.60,197.12,387.46,27.92,40.34,70.86,203.51,78.15,,28.99,70.88,275.99,618.68,27.71,182.88,102.55,222.89,,92.49,252.80
2021-02-12,14.92,131.85,234.54,163.89,272.04,268.39,44.90,103.89,104.35,43.66,333.97,55.65,85.84,31.91,93.77,40.70,111.62,55.44,118.92,235.03,56.22,113.72,314.00,202.76,155.78,54.89,269.27,146.87,172.41,132.02,84.45,65.85,,399.87,570.86,213.98,42.58,93.48,,498.84,242.10,49.35,1943.00,124.63,52.72,61.24,149.33,482.36,28.87,145.68,28.00,292.09,48.25,65.54,45.87,112.39,196.59,47.80,81.76,202.97,54.28,32.95,20.07,55.63,371.45,212.68,21.01,143.70,305.14,25.01,177.22,52.13,544.08,157.92,296.78,44.30,103.46,103.43,112.86,199.86,383.59,27.80,41.78,71.72,195.54,77.38,,29.86,70.87,281.36,613.45,27.59,183.08,103.14,226.48,,93.98,252.97
2021-02-16,15.29,129.73,233.31,163.45,265.41,271.84,45.27,104.67,105.23,43.91,335.15,55.73,85.57,27.84,91.46,40.03,113.20,55.97,117.30,232.67,56.82,114.16,319.08,199.02,156.75,53.18,263.98,146.61,172.30,131.29,85.76,65.54,,407.86,575.78,210.27,42.27,94.24,,501.64,242.42,50.17,1939.87,125.52,51.86,60.22,148.55,477.48,29.52,145.99,28.19,290.67,47.98,65.19,46.09,113.18,202.81,47.35,82.40,212.17,53.80,32.98,20.53,55.51,373.41,209.86,20.67,141.80,308.22,24.87,178.17,51.25,538.16,153.81,303.17,45.04,102.47,95.50,107.56,195.79,371.76,27.49,41.88,72.93,175.93,76.86,,29.53,70.09,274.87,618.47,27.57,181.97,101.10,223.63,,90.04,248.95
2021-02-17,14.86,127.44,234.32,165.43,266.05,271.44,45.75,105.06,105.55,43.31,338.97,55.13,83.92,27.08,89.94,39.80,110.67,55.41,116.63,231.87,56.25,114.22,312.57,201.39,154.81,53.43,260.02,145.93,170.99,129.14,87.71,65.90,,401.63,560.93,214.85,42.39,93.11,,491.23,238.56,50.65,1890.25,126.42,49.37,60.56,149.42,478.45,29.83,141.78,27.95,283.76,48.01,65.44,46.08,112.75,202.82,49.36,80.97,197.87,53.20,33.25,20.82,55.40,366.02,201.96,20.82,141.84,302.52,24.98,172.94,51.58,540.35,156.53,295.62,46.03,101.40,94.18,103.08,195.93,374.97,27.70,42.64,73.29,178.38,77.19,,29.50,70.60,271.05,624.12,28.86,182.17,103.53,224.83,,91.07,250.53
2021-02-18,14.79,126.34,233.93,166.41,262.46,267.29,42.78,104.43,105.00,43.38,337.91,54.82,86.35,25.17,88.64,39.88,108.49,54.64,118.30,232.47,56.04,115.00,308.54,198.76,153.06,53.53,255.84,144.42,172.36,128.39,88.73,65.09,,401.23,556.06,209.83,42.05,93.59,,488.37,239.25,51.71,1891.09,127.04,49.44,61.46,154.31,473.83,30.57,139.53,27.96,270.95,49.07,67.10,46.33,113.44,195.78,49.71,81.29,200.06,52.53,33.54,20.40,52.42,361.78,198.04,20.97,143.38,300.72,25.30,169.47,52.77,551.79,150.23,289.26,45.50,103.25,92.78,106.40,196.23,383.14,27.77,40.40,70.37,173.75,79.00,,29.69,69.12,272.79,616.42,30.37,185.51,102.71,223.38,,91.98,256.73
2021-02-19,14.88,126.49,231.23,162.49,260.43,259.52,43.00,103.58,104.20,43.98,335.88,54.02,88.71,29.00,89.58,39.31,114.26,56.59,115.47,233.36,57.31,112.57,313.77,198.04,154.66,52.83,250.05,149.63,172.40,129.31,90.04,66.15,,397.32,567.44,207.02,41.68,92.16,,479.12,239.20,51.84,1910.39,131.18,50.83,62.03,151.35,467.21,30.69,139.66,28.61,268.07,47.48,65.94,44.83,112.26,195.98,50.79,82.01,205.97,52.72,34.39,20.68,52.77,378.98,201.07,20.94,141.96,305.40,24.52,174.67,52.57,544.13,155.06,285.39,45.06,105.13,96.37,105.05,194.86,376.71,27.33,40.90,73.16,177.00,78.11,,29.27,68.03,276.34,607.29,29.22,184.03,104.74,226.03,,91.32,258.41
2021-02-22,14.31,122.72,225.03,159.04,238.17,258.30,42.79,101.87,102.40,42.76,331.56,53.38,84.15,28.00,85.37,39.10,110.21,53.70,113.37,233.53,55.22,112.13,300.00,197.85,150.10,52.61,247.13,145.47,172.45,124.42,92.28,64.06,,387.86,552.26,214.96,42.00,90.77,,467.33,225.83,51.07,1788.82,137.22,48.68,62.32,152.72,457.49,30.44,133.16,28.76,254.69,47.49,64.01,44.58,114.66,188.24,55.29,81.30,178.07,52.44,34.07,21.33,55.05,358.68,195.34,20.54,138.37,297.70,24.05,169.22,51.19,536.91,148.07,272.39,45.50,103.24,87.60,99.70,189.85,371.87,27.72,40.55,69.93,170.00,78.23,,28.13,67.67,269.95,596.50,29.02,179.93,103.01,213.45,,87.67,241.01
