Date,AAPL,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,APP,ASML,AVGO,BKNG,CEG,CMCSA,COST,CRWD,CSCO,GILD,GOOG,GOOGL,HON,INTC,INTU,ISRG,KLAC,LIN,LRCX,MAR,MELI,META,MRVL,MSFT,MU,NFLX,NVDA,ORLY,PANW,PEP,PLTR,QCOM,REGN,SBUX,SHOP,STX,TMUS,TSLA,TXN,VRTX,WDC,WMT
2021-01-04,125.86,485.34,133.39,151.06,83.09,92.30,192.31,159.33,,477.32,38.17,2124.39,,40.69,359.20,200.49,38.04,49.33,85.71,85.60,176.12,44.90,359.56,266.67,246.35,240.73,45.21,120.10,1640.00,266.85,45.39,208.41,72.22,52.29,13.08,30.26,58.61,122.56,23.37,132.49,479.62,91.53,109.24,50.95,127.33,243.26,139.82,229.43,39.31,45.54
2021-01-05,127.41,485.69,135.78,150.64,85.70,92.77,193.24,160.93,,482.44,38.43,2147.94,,40.45,355.03,211.24,38.05,49.24,86.34,86.29,176.55,45.75,356.82,268.35,251.52,244.51,46.77,121.37,1650.00,268.86,46.66,208.61,75.35,52.08,13.37,30.09,58.36,122.92,24.60,135.99,480.21,91.83,111.87,51.02,126.77,245.04,140.85,228.58,39.93,45.30
2021-01-06,123.12,466.31,136.39,150.11,86.87,90.33,197.90,156.92,,467.98,38.19,2208.55,,40.92,349.63,208.85,38.42,50.84,86.06,85.44,179.77,46.20,349.21,264.26,250.97,252.54,46.96,124.54,1571.98,261.26,45.59,203.20,75.20,50.05,12.58,31.01,57.55,121.42,23.54,134.89,466.94,92.50,108.73,50.78,126.46,251.99,141.55,226.65,40.20,45.58
2021-01-07,127.33,477.74,142.15,150.96,90.44,95.16,198.55,158.11,,478.68,39.80,2198.77,,41.00,347.64,221.47,38.90,51.31,88.63,87.99,180.06,47.18,356.59,269.40,263.25,251.81,48.66,125.47,1597.97,266.65,48.05,208.98,77.15,50.89,13.31,31.33,60.52,121.03,25.00,138.91,477.97,91.75,115.95,50.98,128.06,272.01,144.75,232.90,41.20,45.58
2021-01-08,128.42,485.10,143.18,152.92,91.40,94.58,202.35,159.13,,485.66,40.01,2239.70,,41.71,349.55,223.73,38.99,51.73,89.62,89.15,177.88,46.69,362.81,272.92,267.98,251.51,47.44,124.83,1719.00,265.49,48.10,210.25,75.51,51.04,13.24,31.86,61.09,122.48,25.20,139.75,495.38,93.81,118.89,50.04,129.86,293.34,147.53,237.00,39.00,45.57
2021-01-11,125.44,474.24,144.61,150.65,93.69,97.25,201.57,155.71,,484.91,40.02,2180.53,,41.70,343.95,232.24,39.25,51.30,87.62,87.09,176.46,46.59,360.76,271.22,273.59,248.84,48.85,123.84,1761.55,254.84,49.24,208.22,76.73,49.91,13.58,32.26,60.80,120.71,25.93,139.28,499.55,92.86,117.76,49.80,127.81,270.40,147.66,234.64,38.80,45.78
2021-01-12,125.26,471.65,145.33,151.14,95.65,95.36,200.74,156.04,,490.62,40.34,2156.06,,40.47,344.13,233.59,39.62,50.95,86.62,86.16,176.90,48.13,354.29,262.81,275.37,248.00,50.73,122.62,1810.09,249.13,49.63,205.76,77.50,49.42,13.45,33.03,61.75,120.15,26.18,137.80,502.36,91.28,118.82,50.06,123.73,283.15,148.51,229.38,37.56,46.30
2021-01-13,127.30,472.05,144.77,147.21,93.78,91.78,201.71,158.29,,490.74,40.51,2142.40,,40.59,346.73,226.42,39.25,50.50,87.01,86.65,175.33,51.48,353.60,270.48,274.52,249.03,49.79,121.77,1798.19,249.68,49.24,207.11,77.94,50.78,13.49,32.19,60.97,121.13,25.50,140.45,508.46,91.34,119.98,50.79,123.55,284.80,147.74,227.10,37.23,45.83
2021-01-14,125.37,463.27,145.67,144.75,101.19,90.79,205.04,156.37,,519.94,40.58,2142.56,,40.13,342.38,225.62,39.07,51.21,86.30,85.84,176.68,53.56,354.14,265.71,287.56,245.27,52.75,124.10,1852.53,243.73,50.29,203.94,79.29,50.09,13.16,31.43,60.53,120.43,24.92,143.51,514.43,90.39,117.89,50.85,119.89,281.67,148.00,226.12,37.91,45.68
2021-01-15,123.65,458.08,144.11,144.05,98.65,88.21,208.29,155.21,,503.57,40.03,2080.37,,39.41,342.20,219.51,39.31,51.97,86.10,85.67,174.44,52.05,359.47,259.47,287.80,240.06,51.78,122.05,1851.78,249.40,49.76,203.58,78.73,49.80,12.82,31.11,60.81,120.11,25.64,140.15,514.45,90.85,117.05,51.32,122.38,275.39,145.83,225.55,38.54,44.95
2021-01-19,124.32,456.50,146.66,144.82,104.46,89.45,210.64,156.04,,524.57,41.23,2123.37,,39.53,334.93,221.92,39.10,55.04,88.81,88.49,175.11,52.42,372.97,259.47,297.22,240.95,54.86,122.11,1913.21,259.07,52.74,207.21,83.39,50.18,12.99,30.93,60.67,120.68,26.62,146.11,530.31,91.03,117.40,51.92,124.85,281.52,150.14,231.91,39.13,44.57
2021-01-20,128.40,469.73,146.01,145.15,103.14,88.75,214.12,163.17,,524.46,41.46,2120.44,,39.56,341.39,226.33,39.23,55.80,93.58,93.23,176.23,53.04,377.34,266.19,287.99,239.42,53.25,121.98,1984.34,265.40,53.01,214.77,81.44,58.63,13.33,31.08,61.76,120.06,26.34,146.85,538.63,93.63,120.10,52.09,127.20,283.48,149.40,236.70,39.00,45.22
2021-01-21,133.11,472.02,145.51,143.97,103.27,91.53,213.84,165.35,,544.85,41.91,2071.25,,39.76,342.80,221.00,39.03,54.97,93.79,93.44,173.81,56.47,369.87,266.22,288.81,235.51,53.36,121.88,1940.19,270.75,52.43,215.38,82.91,57.98,13.83,31.40,60.94,118.60,25.98,146.98,531.89,92.84,119.82,53.38,125.38,281.66,150.92,238.64,40.27,45.02
2021-01-22,135.25,472.44,142.12,144.82,101.70,92.79,215.08,164.61,,543.62,41.75,2028.35,,39.40,342.33,223.52,38.74,54.94,94.28,93.85,171.29,51.22,363.19,248.03,288.63,233.91,53.33,118.30,1965.05,272.36,51.57,216.31,80.25,56.52,13.67,30.49,60.77,117.73,32.58,144.91,534.17,92.25,119.67,50.89,125.34,282.21,148.95,237.59,38.16,45.48
2021-01-25,139.00,473.44,140.43,146.33,103.41,94.13,218.14,164.70,,541.86,41.73,1981.41,,39.63,341.93,217.49,38.96,55.94,94.20,93.94,170.97,50.12,362.78,250.67,292.32,235.44,53.70,115.14,1880.00,275.85,53.35,219.74,79.27,55.68,13.61,30.00,60.13,119.08,36.23,146.67,544.52,91.84,120.59,51.90,126.05,293.60,149.04,241.31,38.59,45.44
2021-01-26,139.23,476.28,141.54,147.09,100.93,94.71,219.41,166.31,,524.10,41.64,1946.79,,40.54,344.86,206.80,39.16,54.74,95.08,94.62,170.28,49.91,363.14,256.55,287.25,237.98,52.27,115.93,1807.74,279.85,52.93,222.42,77.55,56.19,13.40,30.30,59.04,120.46,35.37,145.02,540.45,92.94,115.98,55.01,126.35,294.36,147.80,237.64,39.18,45.85
2021-01-27,138.16,460.00,134.72,148.11,94.29,88.84,213.01,161.63,,500.83,39.92,1851.50,,39.19,336.75,200.93,39.54,53.74,90.79,90.20,168.86,48.45,351.81,252.91,269.17,225.94,48.71,113.07,1718.70,270.02,50.12,222.97,73.23,52.33,12.88,28.56,55.86,117.27,39.00,137.10,512.10,86.89,109.21,60.83,118.52,288.05,140.43,225.25,40.03,44.71
2021-01-28,133.33,465.67,136.31,149.08,96.75,87.52,210.20,161.88,,522.40,40.55,1996.80,,41.76,337.38,212.49,39.23,53.08,92.40,91.90,171.79,50.69,358.44,255.12,275.47,232.11,47.98,116.19,1844.73,262.94,51.14,228.74,76.45,53.86,13.01,28.82,58.85,118.24,35.66,138.78,502.87,87.14,112.06,56.53,122.85,278.48,145.86,230.04,39.62,44.68
2021-01-29,128.34,458.77,134.59,147.62,92.47,85.64,204.84,160.31,,509.93,40.44,1908.67,,40.12,333.01,215.80,38.57,53.84,91.04,90.62,165.46,50.18,349.99,249.21,265.03,228.26,45.77,111.95,1779.51,256.32,50.44,222.07,76.34,53.24,12.95,28.36,58.46,116.02,35.18,139.43,500.46,85.95,109.86,56.08,121.22,264.51,143.68,229.08,42.47,43.66
2021-02-01,130.46,470.00,138.74,148.72,96.80,87.66,203.99,167.14,,529.24,41.90,1953.96,,40.59,331.20,215.01,39.28,53.43,94.29,93.88,165.62,51.25,361.96,248.70,276.91,232.94,47.42,113.34,1896.79,259.97,51.82,229.43,78.44,53.90,13.20,29.10,60.23,116.36,33.96,144.16,504.67,87.52,114.49,56.60,123.47,279.94,149.55,231.77,43.34,43.28
2021-02-02,131.28,484.93,138.74,150.54,99.08,88.86,204.04,169.00,,528.39,42.81,2027.65,,41.42,335.98,219.64,39.65,53.45,95.59,95.17,169.49,52.43,372.16,252.61,282.74,234.63,48.81,117.53,1909.99,265.00,51.81,229.30,79.60,54.82,13.52,29.66,64.56,117.55,31.02,147.01,496.62,90.24,123.54,56.64,126.81,290.93,151.54,217.33,43.58,43.75
2021-02-03,130.26,481.92,134.82,149.15,95.52,87.89,201.15,165.63,,518.28,41.76,1990.12,,40.85,335.63,218.12,39.60,52.95,102.66,102.10,168.66,52.14,368.32,248.47,270.93,232.66,47.70,118.73,1870.52,264.57,50.09,232.64,77.15,53.94,13.49,29.50,62.93,117.25,31.76,144.80,487.88,89.68,122.42,57.21,124.39,284.90,146.19,211.00,43.43,43.88
2021-02-04,133.62,489.38,137.50,152.49,98.74,87.84,201.27,166.55,,530.24,42.25,2044.74,,41.64,336.90,224.01,40.88,54.02,102.28,101.84,169.88,53.47,380.51,252.35,278.43,231.77,49.13,120.75,1893.35,264.41,49.30,231.69,79.24,55.22,13.63,30.12,63.75,118.66,32.05,132.01,495.49,92.01,126.09,57.43,125.57,283.33,149.15,213.71,44.60,44.30
2021-02-05,133.20,492.12,135.89,149.55,96.32,87.90,200.51,167.61,,527.73,41.83,2057.97,,41.36,336.26,223.53,41.60,56.18,104.05,103.59,171.86,52.92,377.27,254.08,272.57,239.39,48.21,124.63,1918.13,266.01,49.06,231.87,79.10,55.08,13.55,29.89,63.31,119.75,34.05,130.11,495.63,94.53,128.77,58.89,120.45,284.08,147.36,215.26,44.96,44.87
2021-02-08,133.35,493.76,139.95,150.13,101.57,91.47,201.57,166.15,,538.42,42.44,2061.06,,41.96,340.67,222.36,42.34,55.78,103.79,103.37,172.65,53.81,377.61,256.66,286.03,239.36,50.39,124.25,1900.89,264.50,50.57,232.13,81.93,54.79,14.40,30.17,64.23,119.27,36.05,131.49,491.58,94.34,134.51,60.56,121.24,287.81,151.86,214.37,46.75,45.07
2021-02-09,132.47,496.05,139.63,149.64,100.79,90.91,200.79,165.25,,539.85,42.61,2047.04,,42.67,340.41,223.72,41.96,55.23,103.33,102.92,171.09,53.46,379.37,259.78,282.29,237.76,49.94,122.29,1878.00,267.35,50.23,233.37,81.26,55.91,14.22,30.22,65.16,118.59,38.17,130.35,487.39,94.30,143.30,61.37,119.66,283.15,150.62,213.82,46.43,45.32
2021-02-10,131.87,492.67,139.98,149.25,101.27,92.35,202.32,164.33,,541.18,42.20,2102.48,,42.69,337.16,231.35,40.87,55.22,103.92,103.47,171.21,53.53,384.93,262.70,281.63,235.07,50.36,122.00,1905.27,269.75,49.58,232.46,80.31,56.36,14.72,30.43,65.37,116.98,35.70,129.81,487.92,93.99,146.24,60.21,119.69,268.27,151.20,212.53,45.45,44.80
2021-02-11,131.62,496.62,145.07,149.12,108.08,92.66,200.90,163.11,,564.68,42.95,2119.66,,43.08,333.45,234.80,41.17,54.92,103.94,103.58,171.23,55.17,396.10,266.28,307.06,235.43,54.12,121.91,1942.25,268.28,51.07,234.06,84.34,55.76,15.21,28.88,65.18,114.66,33.11,129.86,487.25,93.98,146.33,61.45,119.61,270.55,155.41,210.50,48.14,44.76
2021-02-12,131.85,498.84,146.87,149.33,111.62,93.77,202.76,163.89,,570.86,43.66,2111.14,,43.08,333.97,242.10,40.92,54.89,104.35,103.89,172.41,56.22,401.11,269.27,314.00,235.03,55.44,124.63,1943.00,268.39,52.75,234.54,85.84,55.65,14.92,28.87,65.85,113.72,31.91,132.02,482.36,93.48,145.55,61.24,118.92,272.04,155.78,213.98,49.35,44.90
2021-02-16,129.73,501.64,146.61,148.55,113.20,91.46,199.02,163.45,,575.78,43.91,2144.11,,42.76,335.15,242.42,40.24,53.18,105.23,104.67,172.30,56.82,409.12,263.98,319.08,232.67,55.97,125.52,1939.87,271.84,51.89,233.31,85.57,55.73,15.29,29.52,65.54,114.16,27.84,131.29,477.48,94.24,147.40,60.22,117.30,265.41,156.75,210.27,50.17,45.27
2021-02-17,127.44,491.23,145.93,149.42,110.67,89.94,201.39,165.43,,560.93,43.31,2192.81,,42.89,338.97,238.56,40.02,53.43,105.55,105.06,170.99,56.25,402.87,260.02,312.57,231.87,55.41,126.42,1890.25,271.44,49.40,234.32,83.92,55.13,14.86,29.83,65.90,114.22,27.08,129.14,478.45,93.11,142.50,60.56,116.63,266.05,154.81,214.85,50.65,45.75
2021-02-18,126.34,488.37,144.42,154.31,108.49,88.64,198.76,166.41,,556.06,43.38,2218.35,,42.54,337.91,239.25,40.10,53.53,105.00,104.43,172.36,56.04,402.47,255.84,308.54,232.47,54.64,127.04,1891.09,267.29,49.47,233.93,86.35,54.82,14.79,30.57,65.09,115.00,25.17,128.39,473.83,93.59,138.46,61.46,118.30,262.46,153.06,209.83,51.71,42.78
2021-02-19,126.49,479.12,149.63,151.35,114.26,89.58,198.04,162.49,,567.44,43.98,2251.00,,42.17,335.88,239.20,39.52,52.83,104.20,103.58,172.40,57.31,398.55,250.05,313.77,233.36,56.59,131.18,1910.39,259.52,50.86,231.23,88.71,54.02,14.88,30.69,66.15,112.57,29.00,129.31,467.21,92.16,143.50,62.03,115.47,260.43,154.66,207.02,51.84,43.00
2021-02-22,122.72,467.33,145.47,152.72,110.21,85.37,197.85,159.04,,552.26,42.76,2306.92,,42.49,331.56,225.83,39.31,52.61,102.40,101.87,172.45,55.22,389.06,247.13,300.00,233.53,53.70,137.22,1788.82,258.30,48.70,225.03,84.15,53.38,14.31,30.44,64.06,112.13,28.00,124.42,457.49,90.77,138.13,62.32,113.37,238.17,150.10,214.96,51.07,42.79
2021-02-23,122.59,467.80,144.06,153.84,111.08,84.74,198.70,159.73,,549.94,42.36,2316.10,,43.17,323.93,218.39,39.38,52.26,102.70,102.16,173.65,55.59,386.67,248.24,302.49,240.57,53.21,143.95,1775.79,263.79,47.87,223.84,86.05,54.62,14.10,30.26,62.98,112.80,26.75,122.33,464.89,90.38,130.02,61.24,114.63,232.95,149.89,216.44,50.54,42.10
2021-02-24,122.09,476.62,147.77,157.90,117.68,86.94,196.59,157.98,,568.02,43.17,2398.69,,43.22,322.56,216.60,39.58,52.28,103.91,103.34,178.73,57.47,400.32,252.90,311.65,236.82,56.45,151.60,1714.00,262.25,48.28,225.06,90.23,55.34,14.46,30.39,61.60,112.21,26.39,125.88,455.52,93.06,130.12,63.05,114.78,247.34,155.56,217.04,53.08,41.40
2021-02-25,117.84,459.16,140.99,156.93,109.18,82.42,194.47,152.86,,534.38,41.04,2231.51,,42.28,316.12,208.66,39.39,51.53,100.74,99.97,174.21,54.93,375.91,247.26,289.21,229.75,51.79,144.47,1613.06,252.71,45.63,219.73,85.94,54.67,13.27,29.73,60.01,110.44,23.96,120.92,450.15,92.25,124.51,61.79,116.23,227.41,147.88,212.98,51.02,41.01
2021-02-26,118.11,459.67,142.95,155.58,113.26,84.51,192.25,154.65,,541.37,42.18,2285.81,,42.67,313.37,216.00,38.82,50.39,101.01,100.27,172.13,55.28,378.00,245.60,295.32,227.21,53.64,142.52,1638.11,255.61,47.32,222.98,89.27,53.88,13.68,29.82,59.72,109.75,23.90,121.50,447.55,96.32,128.10,62.11,115.35,225.17,149.38,212.55,51.58,40.38
2021-03-01,124.47,469.57,145.49,158.69,117.15,86.39,194.06,157.31,,557.08,43.95,2277.95,,44.07,314.10,223.40,39.73,51.26,103.23,102.63,175.42,57.19,393.77,253.07,309.33,233.92,56.63,142.91,1713.28,262.85,48.54,227.36,92.42,55.06,13.80,30.08,61.23,110.96,24.81,124.45,459.94,95.28,130.99,62.60,118.81,239.48,154.07,210.38,54.35,40.83
2021-03-02,121.87,466.59,141.55,156.40,112.60,84.13,192.91,154.73,,537.60,43.14,2240.36,,43.91,310.97,222.10,39.39,51.71,102.95,102.38,175.73,55.70,389.25,250.00,293.99,236.27,54.23,143.37,1642.41,256.98,46.88,224.41,88.84,54.78,13.37,30.09,59.11,111.34,24.48,122.26,451.81,95.58,130.91,61.51,117.73,228.81,151.66,212.06,52.34,40.44
2021-03-03,118.89,448.45,137.56,156.00,110.62,80.86,191.41,150.25,,518.94,41.57,2233.28,,43.48,306.67,210.62,39.05,51.50,100.51,99.75,176.10,54.48,376.62,242.38,288.28,230.26,52.13,140.83,1528.00,253.42,44.65,218.36,86.91,52.07,12.77,30.30,57.29,109.70,23.59,118.02,443.73,94.70,122.03,64.41,114.26,217.73,147.93,208.44,52.43,39.65
2021-03-04,117.01,439.06,132.59,152.89,103.72,77.75,189.68,148.88,,487.34,39.82,2178.65,,43.65,302.05,192.99,38.55,51.89,101.62,100.86,172.63,53.05,364.62,236.39,272.92,229.26,50.01,139.35,1458.64,255.63,39.30,217.56,82.25,51.13,12.33,30.02,55.94,110.32,24.73,114.56,446.36,93.52,114.94,60.73,114.04,207.15,141.56,207.79,47.78,39.64
2021-03-05,118.26,440.83,136.59,159.37,108.72,78.52,194.65,150.02,,503.13,40.41,2264.79,,44.58,300.42,183.12,40.02,53.03,104.57,103.99,175.73,55.24,370.32,237.79,280.75,231.33,51.80,141.42,1470.24,262.22,40.69,222.23,86.73,51.64,12.43,31.06,55.79,113.91,23.95,116.31,458.47,93.79,113.10,62.23,119.88,199.32,145.63,211.98,51.23,40.13
2021-03-08,113.33,421.20,132.16,161.30,101.27,73.96,194.72,147.60,,479.41,37.82,2325.30,,44.90,294.84,179.75,41.11,53.14,100.38,99.55,176.68,54.43,358.90,228.30,260.04,236.97,47.53,144.80,1369.54,253.32,39.26,218.19,82.95,49.33,11.56,31.53,55.25,113.14,22.52,110.44,460.08,93.64,107.24,63.24,122.17,187.67,140.57,213.58,51.82,39.74
2021-03-09,117.94,439.18,137.09,163.66,109.45,78.53,195.73,153.14,,515.05,39.82,2323.39,,44.97,301.80,199.10,41.44,52.79,101.80,101.18,176.61,57.00,372.61,234.27,279.07,245.06,51.40,141.49,1452.01,263.67,42.99,224.33,87.09,50.64,12.49,30.99,57.07,113.24,24.26,115.74,467.47,95.00,113.07,63.74,121.44,224.53,147.73,214.04,52.18,40.06
2021-03-10,116.86,437.01,134.96,162.78,107.98,77.52,196.56,152.88,,499.59,39.28,2325.87,,46.30,306.59,194.86,41.78,52.45,101.91,100.97,181.12,56.62,370.91,239.94,268.96,248.15,49.06,141.63,1435.57,262.84,41.99,223.02,83.30,50.45,12.44,31.59,55.78,114.38,24.75,114.63,464.81,96.09,108.79,63.55,122.50,222.69,146.91,214.29,50.11,41.08
2021-03-11,118.79,451.06,138.56,163.15,112.30,81.23,197.59,155.68,,519.71,40.73,2318.74,,46.04,311.15,205.80,42.22,51.78,104.88,104.17,180.77,57.58,386.75,244.00,281.21,249.76,50.63,143.25,1570.78,271.75,45.38,227.54,87.10,52.31,12.96,31.62,57.40,114.07,26.73,118.09,466.81,95.68,114.22,65.52,121.14,233.20,151.71,215.15,51.70,41.07
2021-03-12,117.88,444.30,137.19,164.24,109.52,81.05,196.90,154.47,,513.24,40.50,2357.01,,46.20,313.51,199.00,42.24,51.10,102.26,101.66,182.37,57.21,383.63,244.66,279.23,250.82,49.64,144.57,1550.15,266.31,46.22,226.22,85.60,51.80,12.82,32.18,57.09,113.92,26.92,116.52,468.30,96.12,114.06,65.12,122.22,231.24,150.51,214.33,51.53,41.68
2021-03-15,120.77,447.59,138.53,169.91,110.09,82.50,201.69,154.08,,522.37,42.26,2394.76,,46.56,312.91,200.55,42.75,52.35,102.48,101.88,183.91,58.02,384.49,245.02,283.68,251.29,50.76,147.81,1581.32,271.62,47.40,225.31,86.65,52.03,13.16,32.29,57.38,113.91,26.79,118.00,480.69,97.09,115.90,63.96,120.79,235.98,151.67,219.65,51.63,41.47
2021-03-16,122.30,450.54,140.44,169.19,113.55,82.75,205.42,154.59,,524.46,42.93,2352.61,,46.97,309.82,196.31,42.98,53.13,103.77,103.34,180.18,58.92,383.12,242.21,286.52,252.96,51.88,144.99,1550.49,277.11,47.01,228.10,89.17,52.40,13.26,32.26,56.67,114.75,25.61,119.81,478.93,99.27,114.32,64.02,122.86,225.63,153.61,218.99,52.51,41.46
2021-03-17,121.52,451.01,141.43,168.83,114.90,82.63,208.79,156.79,,534.19,43.41,2416.63,,46.54,311.66,208.03,42.76,53.47,103.70,103.26,181.22,59.83,379.53,241.55,289.78,251.80,52.43,150.11,1537.62,281.80,47.14,227.45,92.42,52.44,13.31,32.20,56.15,114.42,25.21,120.05,492.68,98.48,116.92,66.14,122.40,233.94,155.52,217.08,53.66,41.11
2021-03-18,117.40,439.18,137.11,167.20,109.51,78.12,208.92,151.40,,514.73,41.67,2303.91,,45.22,305.78,190.21,42.22,53.19,100.98,100.24,182.91,57.96,362.33,233.11,273.98,250.26,51.12,148.51,1436.17,276.45,44.64,221.39,87.60,50.48,12.69,32.15,52.92,113.48,23.98,116.31,471.49,95.95,111.71,62.65,120.10,217.72,151.20,213.36,52.06,40.58
2021-03-19,116.87,441.50,139.37,165.28,110.07,79.06,210.22,153.75,,522.59,42.93,2245.79,,44.88,311.40,194.63,42.38,53.50,101.33,100.52,181.12,57.99,369.42,235.83,277.91,251.40,51.41,146.58,1448.89,287.85,46.07,221.03,88.27,51.22,12.81,32.54,52.81,115.17,24.32,117.45,470.52,94.81,112.10,63.30,119.41,218.29,152.60,216.11,53.12,41.12
2021-03-22,120.18,452.41,141.74,165.70,114.35,80.30,213.42,155.54,,549.86,43.00,2190.96,,45.62,316.68,195.73,43.52,54.39,101.10,100.70,180.45,59.69,371.10,238.24,289.75,252.56,53.09,145.82,1476.11,291.25,46.72,226.45,89.02,52.31,13.15,32.72,53.91,118.00,24.22,120.20,479.98,95.91,116.00,64.41,121.25,223.33,156.17,218.82,52.93,41.31
2021-03-23,119.35,460.20,138.06,165.38,111.52,78.38,209.45,156.88,,533.52,41.99,2174.38,,45.43,322.22,190.60,43.27,53.54,101.81,101.23,177.44,57.74,371.28,236.94,281.88,250.24,51.61,137.09,1446.65,288.37,45.23,227.97,83.29,53.51,13.04,32.35,53.93,119.42,23.26,118.79,466.61,94.73,116.20,62.12,119.60,220.72,155.03,213.59,49.27,41.80
2021-03-24,116.97,451.51,138.02,166.49,116.05,76.48,209.82,154.35,,552.34,41.37,2162.34,,45.26,320.04,181.60,42.96,53.41,101.42,100.79,180.53,56.43,365.55,237.02,282.67,252.01,52.38,137.91,1387.85,279.94,44.35,225.94,80.95,52.08,12.61,32.59,53.50,118.86,21.88,114.01,457.23,93.59,110.60,61.03,117.65,210.09,155.13,211.54,47.91,41.54
2021-03-25,117.45,450.99,137.52,168.04,114.72,76.22,210.48,152.31,,557.51,41.77,2227.30,,45.56,327.90,179.16,43.70,53.11,101.39,100.79,181.94,56.41,360.80,234.83,284.11,255.38,51.96,141.08,1402.50,276.57,43.86,222.94,82.01,50.29,12.50,33.13,53.91,119.56,22.58,114.10,460.37,95.71,106.17,62.45,118.72,213.46,154.78,212.36,48.20,41.82
2021-03-26,118.06,469.09,144.14,173.16,123.27,77.41,216.13,152.60,,597.29,43.61,2280.92,,44.66,333.27,177.68,45.49,54.15,100.95,100.41,185.90,59.00,364.86,243.58,303.59,262.87,55.39,141.32,1431.97,280.82,46.04,226.92,85.82,50.81,12.81,33.78,53.28,122.19,22.58,119.21,473.71,97.98,106.52,65.05,118.25,206.24,163.20,214.64,50.64,42.17
2021-03-29,118.23,469.32,141.15,172.98,120.46,77.14,217.93,153.79,,580.42,42.76,2308.24,,44.67,337.19,173.85,45.44,54.94,101.96,101.45,186.19,58.66,362.96,241.32,298.25,262.50,54.07,139.18,1403.42,288.56,45.59,225.73,84.45,51.40,12.92,33.87,53.37,124.00,21.73,117.67,478.29,97.30,103.99,64.37,118.70,203.76,161.45,216.71,49.18,42.65
2021-03-30,116.78,465.46,140.01,168.84,121.47,76.00,213.48,152.76,,574.02,41.27,2292.07,,44.50,331.13,175.28,44.79,54.37,101.94,101.48,185.52,58.00,362.03,242.16,300.87,260.87,54.28,142.68,1428.03,285.76,46.39,222.47,84.40,51.34,12.84,33.94,53.00,122.06,22.04,116.63,467.51,98.31,104.87,64.77,119.84,211.87,161.24,212.99,49.27,42.36
2021-03-31,118.97,475.37,142.27,169.36,128.02,78.50,212.67,154.70,,589.36,41.95,2287.11,,43.79,333.71,182.51,44.74,53.64,102.59,102.28,184.65,58.21,371.14,246.31,313.52,261.69,56.43,142.56,1472.14,292.24,48.01,226.24,86.03,52.17,13.31,33.82,53.68,121.12,23.29,118.86,469.97,97.42,110.65,65.67,120.46,222.64,163.88,214.89,50.24,42.39
2021-04-01,119.80,483.34,147.14,170.20,135.61,81.09,212.98,158.05,,608.20,43.06,2338.77,,44.31,336.04,187.03,44.98,55.15,106.02,105.62,184.42,58.71,382.93,249.20,329.54,262.35,60.61,142.72,1510.50,296.33,48.67,232.55,90.13,53.94,13.78,33.85,54.67,120.98,23.07,123.52,471.74,97.52,115.54,67.16,122.73,220.58,166.55,213.04,53.71,42.33
2021-04-05,122.63,491.62,149.99,173.50,137.08,81.43,215.42,161.34,,611.44,44.19,2365.00,,44.35,341.61,186.62,45.67,55.06,110.37,110.04,186.53,60.52,389.63,255.31,336.93,266.61,62.65,145.28,1503.45,306.50,50.06,239.00,91.43,54.07,13.95,33.94,55.17,122.59,23.44,125.79,481.31,98.98,114.60,67.77,126.34,230.35,170.77,215.32,54.22,43.52
2021-04-06,122.93,491.34,148.36,170.21,133.72,81.44,212.92,161.19,,599.51,43.78,2377.58,,44.59,340.94,194.38,45.34,54.97,110.33,109.56,186.46,59.63,388.72,255.62,328.89,265.40,61.86,145.94,1547.79,303.88,49.84,237.84,91.18,54.45,13.83,34.28,56.23,123.02,23.27,123.76,475.47,100.88,115.61,67.36,126.37,230.54,168.74,215.30,54.81,43.72
2021-04-07,124.57,493.41,146.28,166.97,133.33,82.20,212.08,163.97,,598.14,43.65,2366.43,,44.39,339.70,193.93,45.11,54.45,111.57,111.03,185.87,60.26,388.57,253.67,330.25,262.82,62.46,143.24,1542.00,310.65,49.36,239.79,91.64,54.70,14.11,34.18,56.43,122.80,22.90,124.99,478.56,100.92,115.95,67.56,125.01,223.66,167.44,212.72,54.35,43.63
2021-04-08,126.97,499.84,148.73,169.12,133.53,83.35,211.02,164.96,,610.85,43.92,2383.46,,44.17,341.99,203.45,45.24,53.97,112.35,111.60,187.03,60.98,398.52,256.78,335.95,263.62,63.33,143.84,1588.00,310.58,49.44,243.01,92.94,55.46,14.28,33.88,57.21,122.06,23.41,125.80,473.16,100.78,122.27,68.45,125.10,227.93,169.27,210.28,54.90,43.60
2021-04-09,129.54,504.04,147.93,170.23,133.11,82.76,212.79,168.61,,605.55,43.89,2405.13,,43.55,343.87,202.68,45.39,54.04,113.36,112.60,193.08,62.08,405.20,261.49,334.82,266.05,62.76,142.92,1584.73,310.03,48.67,245.50,92.94,55.53,14.36,34.45,58.25,122.08,24.04,126.01,471.98,100.91,122.73,68.91,124.06,225.67,169.47,213.35,54.89,43.62
