Date,AAPL,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,APP,ASML,AVGO,BKNG,CEG,CMCSA,COST,CRWD,CSCO,GILD,GOOG,GOOGL,HON,INTC,INTU,ISRG,KLAC,LIN,LRCX,MAR,MELI,META,MRVL,MSFT,MU,NFLX,NVDA,ORLY,PANW,PEP,PLTR,QCOM,REGN,SBUX,SHOP,STX,TMUS,TSLA,TXN,VRTX,WDC,WMT
2021-08-23,146.28,656.86,156.28,191.16,126.22,108.77,195.72,163.29,71.56,777.05,43.99,2098.12,,48.83,432.44,245.80,51.37,60.85,139.95,138.89,196.50,49.03,536.70,348.67,313.70,293.26,55.51,129.12,1810.00,360.52,60.90,293.57,69.97,55.33,21.91,40.17,62.10,136.15,24.82,129.87,662.81,103.47,148.14,79.02,137.05,235.43,164.71,198.40,46.87,47.31
2021-08-24,146.20,657.24,152.80,187.97,126.17,107.65,194.63,165.29,74.50,771.29,43.90,2192.16,,48.61,429.45,265.63,52.05,60.59,141.24,140.10,197.64,49.56,538.18,348.90,313.19,292.93,55.63,131.76,1855.29,362.66,61.45,291.61,70.20,55.34,21.74,39.96,73.64,134.46,25.10,130.16,665.45,103.41,153.85,74.20,137.01,236.16,164.68,199.73,45.73,46.83
2021-08-25,144.96,656.80,151.09,187.97,127.73,108.30,192.21,164.96,76.60,773.46,44.08,2222.28,,48.57,428.92,270.00,52.08,59.89,141.79,140.91,197.83,49.56,539.73,347.99,318.93,293.28,55.93,131.77,1871.94,365.52,62.08,291.02,72.21,54.76,22.16,40.47,74.51,133.87,24.35,129.63,664.69,103.85,155.22,74.91,134.47,237.07,164.92,201.33,49.30,46.84
2021-08-26,144.16,652.39,154.84,186.96,127.42,107.27,192.11,165.80,73.57,776.40,44.29,2235.05,,48.17,427.09,278.77,51.95,59.91,140.97,140.28,198.02,48.94,536.84,347.42,318.68,291.84,55.61,128.66,1835.68,361.54,62.12,288.21,70.97,55.01,22.02,40.02,76.24,133.37,24.87,128.28,661.30,102.73,151.56,73.05,132.28,233.72,164.81,198.25,47.09,46.34
2021-08-27,145.20,658.52,154.03,188.66,131.32,111.40,193.24,167.48,74.20,797.44,45.22,2263.19,,48.50,428.07,282.31,51.79,59.78,143.37,142.82,198.25,49.64,549.76,345.51,327.44,294.86,57.91,130.92,1865.00,369.73,60.26,288.82,72.17,55.89,22.58,39.46,76.88,133.64,25.71,130.51,658.84,103.45,153.14,74.41,133.05,237.31,167.05,199.92,47.60,46.08
2021-08-30,149.62,665.99,154.49,188.76,130.84,111.32,194.41,171.08,73.30,803.82,45.49,2235.94,,48.75,433.39,286.37,51.89,60.39,144.28,143.41,198.87,49.68,549.40,352.97,326.66,295.81,57.76,130.04,1878.90,377.70,60.87,292.54,71.35,56.62,22.64,39.78,76.47,134.56,25.76,131.49,672.54,103.89,154.90,74.86,132.59,243.64,167.85,199.49,46.71,46.45
2021-08-31,148.35,663.70,150.76,188.73,129.95,110.72,195.63,173.54,70.40,797.55,45.34,2257.50,,49.55,432.97,281.00,51.79,61.04,144.28,143.51,198.91,49.79,549.93,351.19,324.61,294.91,57.45,130.08,1867.45,376.43,60.11,290.90,71.88,56.92,22.34,39.61,76.84,134.89,26.34,132.17,668.88,105.57,152.48,75.51,131.74,245.24,167.39,200.29,47.56,46.57
2021-09-01,149.02,665.89,149.06,186.77,128.35,109.99,193.74,173.95,74.30,806.30,44.97,2244.91,,49.92,433.95,269.97,51.81,60.27,144.65,144.03,197.10,49.43,547.03,354.24,320.30,294.24,56.98,129.78,1896.51,379.08,59.65,290.85,71.90,58.21,22.39,39.50,76.72,136.20,26.20,132.57,676.39,105.54,153.90,75.17,132.43,244.70,165.15,197.14,45.94,46.47
2021-09-02,150.13,664.64,150.46,186.47,129.30,109.20,196.00,173.16,78.45,824.59,44.85,2258.27,,50.42,438.18,272.67,52.24,60.67,143.04,142.11,198.10,49.49,543.79,357.18,322.46,296.83,57.20,130.33,1931.33,372.36,60.24,290.19,72.16,58.85,22.35,38.59,77.09,136.30,26.51,131.36,671.22,105.47,154.26,77.16,130.89,244.13,166.08,199.22,46.39,46.72
2021-09-03,150.77,666.59,150.29,187.23,130.63,109.92,196.36,173.90,77.98,821.56,45.38,2262.19,,50.40,439.68,278.23,52.14,60.35,143.60,142.56,195.86,49.29,547.15,357.26,326.31,294.82,58.01,128.02,1946.01,373.33,60.42,290.18,71.99,59.05,22.79,38.99,78.04,136.43,26.64,130.92,675.01,105.31,155.43,77.86,130.76,244.52,166.49,198.05,46.22,46.94
2021-09-07,153.10,661.39,151.06,182.58,131.26,109.15,191.99,175.46,74.04,825.06,45.28,2295.68,,49.24,436.88,269.68,51.67,59.70,144.33,143.10,191.20,49.41,544.45,359.39,326.37,296.89,56.35,129.03,1953.83,379.20,60.16,289.26,71.82,60.67,22.61,38.71,77.11,134.20,26.70,130.12,664.32,104.05,153.67,75.92,129.29,250.97,166.12,192.20,45.46,46.31
2021-09-08,151.56,663.22,151.43,185.20,128.44,106.17,191.59,176.27,68.00,821.44,45.08,2273.48,,49.11,442.67,265.23,51.49,60.28,143.70,142.51,192.46,49.34,551.36,360.85,321.54,293.09,55.43,128.77,1906.14,374.63,59.30,289.29,70.48,60.60,22.29,39.43,77.62,136.10,25.58,129.01,664.70,106.07,147.78,72.70,128.52,251.29,165.54,191.37,43.71,46.37
2021-09-09,150.54,661.68,156.18,184.26,129.83,106.15,187.00,174.21,71.09,817.14,45.00,2276.15,,48.63,442.90,265.16,51.42,59.22,143.73,142.36,191.20,49.18,551.52,356.67,332.12,294.13,56.39,130.99,1883.41,375.06,60.17,286.44,71.07,59.75,22.13,39.48,77.75,135.24,26.13,128.16,641.77,106.74,150.41,75.29,126.38,251.62,165.25,188.09,44.21,46.05
2021-09-10,145.56,658.94,157.23,182.15,131.60,105.20,185.41,173.46,77.38,822.28,45.42,2262.53,,48.42,442.16,262.00,50.80,59.54,140.77,139.72,190.72,49.59,551.16,341.16,334.74,292.00,56.82,130.56,1847.41,375.74,60.09,284.95,71.68,59.87,22.43,39.49,78.32,135.01,26.28,129.15,646.12,107.24,148.41,72.35,125.77,245.42,167.16,188.57,43.63,45.88
2021-09-13,146.13,645.15,159.88,181.39,134.10,104.80,187.99,172.86,74.96,834.13,45.50,2279.54,,48.97,436.93,254.03,50.98,59.67,142.30,141.17,191.78,50.65,541.48,342.61,339.54,294.88,57.83,134.74,1852.61,373.58,61.28,286.18,72.51,58.93,22.11,39.16,79.35,135.27,25.83,129.81,635.23,107.09,147.69,72.36,125.01,247.67,170.08,190.72,44.04,45.62
2021-09-14,144.73,645.01,160.49,181.16,134.77,105.73,187.40,172.50,75.63,850.24,45.76,2285.96,,45.39,435.74,257.30,50.78,59.68,142.24,141.38,188.85,50.22,552.02,346.34,340.29,293.41,57.33,137.01,1856.34,373.60,61.20,288.88,71.67,57.78,22.20,39.39,80.81,134.74,26.26,127.76,640.82,106.81,145.13,71.32,123.95,248.16,171.07,188.41,43.31,45.38
2021-09-15,145.62,661.08,161.06,181.87,135.82,105.60,189.21,173.79,73.57,851.45,46.48,2332.40,,46.54,437.95,259.57,50.51,60.79,144.02,143.25,190.14,50.77,555.75,348.51,350.75,295.85,58.09,139.26,1889.26,371.01,61.36,293.73,72.00,58.29,22.29,40.06,79.99,135.50,27.08,125.13,647.62,103.01,147.49,72.72,122.18,251.94,173.17,188.86,43.85,45.46
2021-09-16,145.38,665.11,160.25,179.94,138.57,106.22,188.54,174.41,71.62,849.51,46.26,2302.00,,46.77,440.40,264.74,50.31,60.42,143.20,142.43,188.39,50.50,556.50,344.67,355.22,294.49,58.50,139.38,1881.35,370.16,62.13,294.12,72.79,58.65,22.20,40.46,80.81,135.10,28.63,125.28,648.80,103.04,147.60,73.12,123.94,252.33,172.57,187.10,43.86,45.61
2021-09-17,142.72,654.48,158.69,180.19,135.41,103.88,190.29,173.13,72.75,823.22,46.14,2282.73,,46.63,436.79,263.09,49.89,60.66,140.31,139.65,187.40,49.98,545.79,345.76,353.11,290.95,57.85,138.51,1878.23,361.88,61.00,288.96,72.46,58.94,21.85,39.96,79.39,133.85,28.71,120.93,647.51,101.91,148.63,72.19,123.07,253.16,172.07,188.30,43.59,45.51
2021-09-20,139.67,641.29,156.80,180.31,130.34,101.55,186.59,167.79,70.34,804.93,45.12,2297.81,,46.12,428.83,257.56,49.04,60.11,137.88,137.58,185.03,48.80,538.55,338.00,339.14,284.26,56.04,137.47,1820.70,352.93,59.61,283.59,70.58,57.54,21.07,39.93,79.07,133.40,26.55,120.17,636.59,100.48,143.45,71.51,120.79,243.39,168.86,185.67,42.61,44.89
2021-09-21,140.15,645.89,157.81,178.72,130.00,102.82,186.81,167.18,74.09,818.32,45.10,2282.97,,45.77,429.76,254.11,48.49,60.76,138.51,137.89,184.32,48.70,539.38,338.01,340.47,286.85,55.69,136.69,1838.59,354.70,59.95,284.07,70.36,57.31,21.20,40.48,78.84,133.34,26.62,119.26,642.61,100.84,143.71,70.89,120.09,246.46,169.19,185.80,41.75,44.98
2021-09-22,142.51,626.08,160.85,179.86,132.81,104.38,185.31,169.00,73.08,827.90,45.98,2361.99,,45.74,429.97,259.86,48.72,60.47,139.79,139.13,186.13,49.28,546.71,342.82,349.00,287.88,57.10,138.99,1879.49,340.54,61.56,287.72,72.14,59.06,21.89,41.35,79.33,133.75,27.43,120.40,642.72,101.60,146.59,72.08,122.81,250.65,171.78,184.27,42.58,44.87
2021-09-23,143.47,630.84,163.97,182.65,135.71,106.15,186.54,170.80,77.85,842.30,46.32,2430.11,,45.86,430.39,262.29,49.75,60.73,140.67,140.06,188.43,49.76,560.86,348.28,354.22,291.94,58.19,144.29,1886.49,343.27,62.32,288.66,72.21,59.33,22.43,41.76,80.53,133.85,28.77,121.21,642.17,102.56,147.66,73.91,125.90,251.21,174.19,185.09,43.27,44.90
2021-09-24,143.56,622.71,165.18,183.41,136.48,105.80,185.29,171.28,79.47,831.81,46.38,2445.66,,45.92,444.62,261.75,49.78,60.31,141.47,141.05,188.00,49.94,561.40,347.78,352.84,291.83,58.18,146.80,1869.62,350.21,62.49,288.46,72.22,59.24,22.03,41.70,81.75,133.92,28.56,121.19,634.61,102.54,144.40,74.81,124.44,258.13,175.93,183.61,43.61,45.02
2021-09-27,142.04,603.65,163.68,182.95,137.27,108.16,184.86,170.29,76.70,799.73,46.37,2431.10,,45.96,437.79,253.34,49.33,59.65,140.35,139.92,186.89,50.35,550.80,337.92,349.26,290.85,58.72,148.54,1768.15,350.83,61.96,283.47,73.32,59.26,21.61,41.58,81.01,132.63,27.47,120.82,614.92,102.15,144.38,75.53,122.86,263.79,175.65,183.41,44.45,44.73
2021-09-28,138.66,578.77,158.48,178.93,127.80,101.52,184.13,165.80,72.71,746.94,45.10,2388.14,,44.70,425.23,241.86,48.72,59.27,135.08,134.72,184.38,49.74,529.43,330.83,331.36,282.12,55.80,147.84,1682.01,338.00,59.68,273.20,71.29,58.38,20.66,40.87,79.39,131.18,25.34,117.58,600.94,100.38,136.93,73.18,121.44,259.19,170.88,181.60,43.89,44.18
2021-09-29,139.56,577.70,156.21,181.01,123.36,100.35,186.41,165.06,74.16,718.45,44.96,2334.21,,45.67,429.45,239.57,48.68,60.09,133.43,133.25,184.33,49.27,531.29,330.78,320.16,281.37,54.04,146.22,1662.99,336.97,59.09,273.67,69.87,59.91,20.47,41.73,78.85,132.27,24.52,117.02,602.63,100.79,134.65,72.22,123.17,260.44,169.28,182.22,42.67,44.16
2021-09-30,138.26,575.72,154.95,181.32,123.80,102.90,184.46,164.25,72.37,713.37,44.54,2330.34,,45.67,427.13,245.78,47.76,59.17,132.18,132.58,182.07,49.07,524.09,331.38,319.40,275.96,54.20,142.54,1679.40,336.75,59.24,271.66,69.32,61.03,20.67,40.74,79.83,130.62,24.04,116.75,601.12,99.12,135.58,71.72,122.84,258.49,168.53,181.39,42.48,43.83
2021-10-01,139.38,577.47,154.85,183.21,124.18,102.45,185.56,164.16,74.78,710.21,44.76,2410.83,,46.71,426.16,249.27,48.39,58.08,135.35,135.42,184.96,49.61,528.42,336.50,319.89,280.16,54.25,150.13,1667.60,340.34,58.77,278.58,69.33,61.31,20.70,40.30,81.08,131.09,24.33,116.51,566.96,101.47,135.08,73.36,121.88,258.41,169.92,180.35,42.97,43.10
2021-10-04,135.96,558.49,151.97,181.37,120.40,100.34,183.41,159.49,71.88,682.57,43.72,2414.42,,46.36,418.38,238.88,47.91,57.23,132.68,132.56,183.72,49.25,510.33,323.50,314.21,277.15,52.39,149.33,1592.75,323.69,56.57,272.81,68.97,60.33,19.69,39.89,78.26,130.44,23.17,114.67,551.69,100.16,131.49,73.13,120.63,260.51,166.94,177.40,42.86,42.68
2021-10-05,137.88,566.70,153.00,184.80,123.16,101.81,183.77,161.05,73.75,701.65,44.59,2387.73,,46.57,424.18,244.92,48.32,57.10,135.07,134.91,185.02,49.69,518.10,330.07,316.27,280.14,52.94,149.62,1585.44,330.37,58.34,278.25,68.85,63.48,20.41,40.51,79.26,131.21,23.21,115.44,547.20,99.61,131.81,74.00,120.57,260.20,169.99,177.01,42.87,42.96
2021-10-06,138.75,570.31,153.63,185.92,121.67,103.64,182.14,163.10,77.00,701.30,44.89,2403.30,,46.66,427.12,248.20,47.65,57.16,136.24,136.44,186.00,49.72,519.33,334.94,314.24,278.47,52.54,149.49,1548.57,331.04,62.62,282.45,68.31,63.91,20.66,40.86,81.02,134.58,23.58,115.92,542.90,100.32,134.99,70.06,119.80,260.92,170.44,180.91,42.47,43.28
2021-10-07,140.01,578.96,154.49,188.26,122.98,106.45,181.39,165.12,84.94,715.01,45.37,2423.72,,47.08,430.48,249.88,48.61,57.72,138.05,138.08,187.29,49.90,523.02,338.34,315.19,281.39,52.93,151.84,1554.04,326.66,64.06,284.12,68.89,63.19,21.03,40.79,82.28,135.82,23.73,115.72,548.32,100.83,139.85,71.08,118.44,264.54,171.25,180.02,43.19,43.79
2021-10-08,139.63,576.86,156.01,186.98,121.39,105.06,181.25,164.43,86.34,699.16,45.27,2428.99,,44.86,429.51,245.00,48.66,57.65,138.92,138.64,186.72,49.56,516.59,328.54,311.32,278.60,52.39,151.21,1511.19,327.48,63.54,284.12,68.48,63.27,20.79,40.68,82.13,135.50,23.50,114.55,546.33,99.94,137.80,69.47,116.55,261.83,171.19,178.94,42.59,43.92
2021-10-11,139.54,573.07,155.34,184.80,122.62,104.68,179.30,162.32,87.41,691.14,45.22,2422.16,,42.83,427.47,244.36,48.53,57.67,137.72,137.78,184.65,49.22,511.04,324.18,310.51,277.33,52.61,150.95,1459.32,322.92,62.38,283.52,67.60,62.70,20.65,40.35,83.30,135.69,23.53,113.09,542.59,99.69,135.70,70.95,112.68,263.98,169.55,179.58,42.27,43.88
2021-10-12,138.27,580.69,151.75,184.88,121.90,105.04,175.12,162.37,87.18,694.16,44.57,2419.50,,42.92,424.78,252.74,47.95,57.07,135.60,135.33,183.83,48.05,512.63,324.45,305.12,278.24,52.07,151.55,1461.25,321.25,62.53,282.22,65.16,62.49,20.63,40.59,84.21,136.29,23.69,111.29,540.79,99.74,135.72,68.67,111.80,268.57,165.26,180.21,40.79,43.83
2021-10-13,137.68,591.12,152.06,186.10,123.30,109.16,176.61,164.21,88.01,712.71,44.55,2417.37,,43.21,423.28,270.44,48.25,57.29,136.78,136.45,184.90,48.13,520.31,326.00,305.94,283.11,51.84,148.83,1518.43,322.01,62.36,285.53,64.83,62.98,20.89,40.82,84.08,137.21,24.13,113.19,543.45,99.53,139.90,69.15,111.97,270.36,164.05,181.34,40.80,43.51
2021-10-14,140.47,607.51,155.62,189.12,127.01,111.99,179.36,164.99,90.79,745.14,45.70,2450.44,,44.28,428.38,276.01,49.16,57.73,140.26,139.99,187.48,49.65,528.91,330.95,314.89,290.43,54.08,149.41,1524.25,325.97,64.20,291.73,66.22,63.38,21.70,41.68,83.83,138.31,24.35,116.46,551.89,100.52,140.68,71.70,114.67,272.77,168.78,181.90,42.56,43.99
2021-10-15,141.52,610.09,159.17,193.17,126.55,112.12,180.28,170.45,91.84,755.77,46.22,2491.79,,44.30,430.02,273.11,48.81,57.29,140.52,140.21,189.31,50.16,537.06,331.50,314.24,289.93,53.75,154.05,1563.09,322.23,64.55,293.14,66.10,62.83,21.82,41.93,84.64,137.92,24.00,117.86,549.53,100.15,142.46,71.26,113.03,281.01,170.49,181.77,41.70,44.20
2021-10-18,143.20,622.83,160.36,192.79,128.18,116.43,176.20,172.34,92.21,754.64,46.23,2456.24,,43.65,439.11,285.35,48.76,55.83,141.80,141.61,189.23,50.17,549.12,332.30,312.01,289.68,54.16,153.25,1592.62,332.73,66.05,296.11,65.69,63.80,22.18,42.56,85.86,137.29,24.26,117.78,539.83,101.87,146.51,70.61,112.86,290.04,170.90,180.80,41.69,44.55
2021-10-19,145.36,636.07,163.42,194.07,129.44,116.33,179.36,172.21,95.66,766.84,46.88,2417.93,,44.48,443.99,282.35,49.24,56.67,142.65,142.06,190.22,50.85,557.13,336.30,317.14,292.23,54.36,149.21,1591.26,337.34,66.71,297.02,65.99,63.90,22.24,42.55,85.42,139.04,24.69,119.94,548.41,101.98,148.57,70.50,113.99,288.09,173.81,185.41,41.88,45.50
2021-10-20,145.84,632.37,163.69,193.23,128.85,116.39,181.86,170.75,93.33,735.00,46.79,2340.46,,44.87,446.54,283.33,49.65,56.64,141.26,140.61,191.81,51.00,554.93,339.80,316.08,292.74,53.85,147.53,1604.01,338.13,66.07,296.23,66.68,62.51,22.06,42.96,85.32,140.09,24.22,119.63,558.93,102.31,148.75,69.99,117.24,288.60,174.82,185.49,42.45,45.91
2021-10-21,146.06,638.66,165.43,194.74,128.23,119.33,181.28,171.75,96.30,754.01,47.23,2366.91,,44.31,453.63,284.10,49.20,56.75,141.62,140.72,192.57,51.58,562.53,339.63,320.36,292.82,52.89,149.82,1583.94,339.22,65.95,299.45,67.04,65.32,22.64,44.22,84.67,138.24,24.78,120.44,565.55,102.83,149.67,71.48,112.35,298.00,176.49,187.09,42.75,46.17
2021-10-22,145.29,643.58,165.07,197.49,130.72,119.82,181.50,166.78,94.25,766.85,47.34,2350.68,,44.47,458.16,283.39,48.69,56.96,137.50,136.44,186.46,45.56,574.64,341.52,327.54,295.49,53.02,148.95,1503.78,322.08,65.20,297.91,65.93,66.48,22.68,44.24,84.02,138.93,24.43,119.14,568.52,102.93,142.59,75.81,112.37,303.23,174.55,183.52,42.94,46.65
2021-10-25,145.24,646.97,167.02,197.78,130.56,122.36,180.10,166.02,93.56,754.85,47.95,2368.73,,44.35,465.87,280.10,48.71,57.32,137.64,136.32,186.58,45.51,586.08,343.59,327.73,297.87,52.56,148.99,1536.51,326.13,66.54,296.92,67.15,67.17,23.12,44.09,82.96,138.28,25.41,119.42,572.33,103.08,142.52,77.49,111.46,341.62,175.54,184.99,42.77,47.19
2021-10-26,145.90,642.50,166.42,198.44,126.94,122.93,181.01,168.80,94.01,757.52,49.04,2398.23,,44.09,461.52,287.08,49.30,57.38,138.53,138.17,187.25,44.47,591.96,348.70,326.52,297.96,52.27,150.19,1544.66,313.35,66.60,298.83,67.33,66.85,24.66,43.89,81.09,139.97,25.52,119.43,588.18,103.27,136.37,76.54,111.88,339.48,172.71,184.07,42.39,46.78
2021-10-27,145.44,640.08,157.71,201.30,127.10,122.28,179.19,169.62,94.92,766.88,48.05,2383.56,,43.01,464.93,279.00,49.63,56.56,145.24,145.02,185.02,44.11,596.36,348.98,325.19,300.03,52.72,153.81,1500.00,309.79,66.57,311.41,66.65,66.29,24.40,43.40,82.14,139.48,25.06,118.76,585.64,102.00,136.11,76.51,112.13,345.95,164.05,180.94,41.75,46.39
2021-10-28,149.08,639.28,159.56,202.20,130.81,121.16,179.70,172.33,97.90,778.55,48.64,2385.21,,42.56,467.03,281.17,49.68,57.04,144.94,144.65,187.39,44.28,598.58,355.61,339.29,299.08,53.89,153.98,1516.87,314.45,67.33,312.55,67.96,67.40,24.89,41.65,83.07,140.36,25.64,121.01,620.99,101.72,145.70,77.83,111.57,359.01,164.73,182.00,43.11,46.68
2021-10-29,146.37,650.36,160.51,203.61,131.42,120.23,179.53,168.62,98.25,778.25,48.83,2376.39,,42.18,467.99,281.80,49.45,54.96,147.06,146.83,187.51,45.13,608.87,361.13,355.92,300.24,53.67,154.03,1481.02,321.05,67.35,319.55,67.49,69.03,25.51,41.49,84.85,140.34,25.88,120.43,635.65,95.31,146.67,77.41,110.60,371.33,165.40,184.93,39.35,46.99
2021-11-01,145.55,640.20,161.90,201.47,134.17,125.23,181.98,165.91,99.49,773.05,48.50,2444.03,,42.86,468.31,269.17,49.56,55.60,142.60,142.32,188.48,45.64,592.16,355.03,363.09,303.79,54.54,155.77,1489.66,327.41,67.81,317.39,69.05,68.12,25.77,41.32,84.72,140.05,26.56,122.03,634.86,98.66,152.76,79.87,111.40,402.86,165.39,185.40,40.78,47.10
2021-11-02,146.59,640.40,164.63,204.22,135.80,127.63,185.85,165.64,98.75,779.44,49.33,2408.83,,43.17,473.18,268.12,50.90,55.83,144.68,144.24,189.71,45.92,601.48,360.37,371.19,308.12,54.68,154.06,1508.71,325.53,68.74,321.01,69.11,67.77,26.35,41.41,84.74,141.33,25.92,122.41,634.48,100.15,147.66,79.80,111.34,390.67,167.04,181.40,41.42,47.08
2021-11-03,148.02,655.18,165.43,204.75,137.28,130.53,189.21,169.20,98.36,796.72,49.82,2390.67,,43.43,478.27,270.65,50.93,57.10,145.59,145.40,191.09,46.41,605.83,361.49,375.89,308.91,55.37,158.37,1531.93,329.04,68.09,321.85,69.59,68.83,26.54,41.44,83.16,142.69,26.12,125.35,647.72,101.19,149.53,81.23,117.24,404.62,166.90,189.07,41.97,47.23
2021-11-04,147.50,674.08,167.21,205.15,144.38,137.50,186.43,173.85,98.55,816.37,50.39,2392.32,,43.25,490.92,279.62,50.46,56.31,147.47,147.05,190.83,46.66,608.57,363.32,390.60,311.81,57.02,157.94,1556.49,333.23,70.34,324.20,70.55,66.84,29.74,42.26,82.31,142.70,26.47,141.31,643.28,100.79,154.06,82.83,117.93,409.97,168.60,194.21,41.42,47.57
2021-11-05,148.03,662.72,170.40,208.24,147.42,136.34,185.43,175.95,98.47,813.02,51.34,2570.94,,44.20,488.54,273.43,50.42,56.18,148.03,147.63,193.89,47.23,598.17,364.95,397.91,312.27,58.16,161.33,1629.76,338.47,70.66,323.83,71.22,64.57,29.69,42.54,82.30,144.16,26.00,147.57,607.44,105.05,152.81,84.09,117.95,407.36,170.62,192.85,42.28,47.24
2021-11-08,147.21,666.02,170.66,206.33,147.10,150.16,183.35,174.45,99.64,815.83,51.34,2591.45,,43.87,479.67,282.93,50.36,55.88,148.14,147.81,193.61,47.81,598.42,365.42,394.19,317.48,58.00,162.08,1650.00,335.98,71.78,324.73,72.82,65.14,30.74,42.34,86.22,141.06,26.75,150.13,618.60,103.48,153.38,84.93,116.20,387.65,169.70,192.23,41.98,46.94
2021-11-09,147.57,667.92,171.16,207.88,150.30,148.92,183.64,178.81,103.57,815.95,51.23,2599.64,,44.08,484.34,293.18,50.74,56.04,148.03,147.70,195.34,47.49,596.02,364.15,398.27,318.51,59.22,158.60,1709.98,332.76,71.72,323.73,73.83,65.60,30.59,42.90,85.39,142.00,24.25,150.93,612.17,102.56,155.49,86.29,115.24,341.17,168.32,191.09,42.33,47.10
2021-11-10,144.75,647.50,167.33,208.28,144.64,139.87,184.94,174.10,95.73,785.04,50.40,2522.65,,44.43,481.29,281.56,51.04,57.03,145.43,144.70,194.17,47.08,587.46,359.49,386.09,316.63,57.69,154.96,1592.22,325.09,69.78,318.76,71.70,64.69,29.40,43.20,83.20,142.46,22.52,144.65,618.02,102.20,147.40,86.06,114.95,355.98,164.99,187.91,41.59,46.68
2021-11-11,144.70,643.17,169.40,207.29,148.01,146.01,183.51,173.62,114.85,799.95,51.01,2433.58,,44.01,487.64,280.92,50.14,57.12,145.55,144.57,190.38,46.86,590.27,350.79,394.15,315.73,58.44,150.99,1577.08,325.19,72.19,320.34,72.81,65.76,30.33,43.01,84.65,141.29,22.99,148.83,622.44,100.57,149.03,91.48,113.91,354.50,166.38,185.87,44.27,46.70
2021-11-12,146.77,657.60,170.97,209.45,150.81,147.89,183.36,176.26,112.36,817.46,51.73,2406.69,,43.88,492.39,284.30,50.20,57.16,148.43,147.46,191.56,46.66,609.84,354.93,395.62,317.01,59.46,150.62,1597.15,338.24,72.25,324.47,75.50,68.26,30.33,43.27,85.86,141.25,22.83,149.30,626.96,100.82,166.95,93.97,113.69,344.47,167.69,187.29,45.58,46.47
2021-11-15,146.78,659.73,171.22,211.38,150.28,146.49,181.41,177.28,102.77,822.35,51.97,2360.91,,43.78,494.98,254.15,50.59,56.93,148.17,147.24,191.63,46.67,609.01,353.56,395.41,314.17,60.02,149.85,1633.21,344.85,71.70,323.84,74.99,67.93,29.96,43.32,86.34,142.25,23.41,152.53,643.38,100.96,165.65,91.83,113.23,337.80,166.94,186.86,44.35,46.20
2021-11-16,147.76,671.03,173.63,213.36,151.81,152.45,179.65,177.04,109.03,826.02,52.24,2336.68,,43.56,501.49,262.51,50.36,56.66,147.86,146.66,190.69,46.94,628.10,361.12,405.12,313.20,60.40,148.22,1541.55,340.29,72.58,327.16,75.02,68.74,30.14,43.47,87.52,141.83,23.13,164.57,638.44,101.28,167.53,90.09,113.80,351.58,166.31,188.33,44.01,45.02
2021-11-17,150.20,670.67,173.05,214.84,150.01,151.34,180.03,177.45,105.42,824.98,52.32,2322.98,,44.07,501.08,269.78,50.14,57.15,147.85,146.83,189.93,46.59,617.69,361.42,401.90,311.79,60.05,150.85,1487.33,338.12,72.41,327.38,73.70,69.17,29.20,42.73,85.63,141.88,22.49,166.14,637.52,101.54,163.78,87.68,112.68,363.00,167.24,188.25,42.51,44.64
2021-11-18,154.48,670.96,174.02,215.81,152.66,155.02,178.46,184.80,99.64,843.85,52.80,2332.41,,43.29,504.01,264.72,47.38,57.43,149.48,148.61,190.11,46.08,611.74,359.20,405.15,311.34,60.55,149.90,1446.10,336.05,73.89,329.46,75.22,68.20,31.61,43.06,86.67,141.92,21.50,168.66,644.16,101.89,168.13,88.00,112.47,365.46,170.68,185.41,41.92,45.02
2021-11-19,157.10,688.37,174.68,215.78,144.28,155.41,180.26,183.83,99.77,822.78,52.24,2297.08,,42.57,508.22,257.63,47.04,58.19,148.73,147.71,188.21,45.93,673.40,348.65,404.33,312.46,61.37,149.12,1401.27,342.61,73.33,331.23,81.09,67.88,32.92,42.41,88.39,142.26,21.41,167.46,648.30,99.97,169.06,87.59,111.17,379.02,172.17,182.88,42.16,44.78
2021-11-22,157.56,673.57,171.62,214.79,141.90,152.52,177.33,178.63,95.50,792.62,50.82,2255.00,,42.24,513.80,239.64,48.24,59.27,145.88,145.10,187.90,46.22,643.53,340.72,390.47,310.16,61.58,150.55,1314.83,338.35,71.53,328.06,81.90,65.92,31.89,42.68,89.99,142.56,20.65,164.20,639.32,100.58,159.50,88.32,109.46,385.62,169.82,181.50,42.85,45.53
2021-11-23,157.95,665.16,168.80,214.17,143.22,149.92,178.90,179.00,92.93,775.08,50.99,2298.20,,42.68,519.14,230.58,48.85,59.83,145.56,144.59,186.06,45.54,652.29,335.90,394.38,310.64,62.98,151.54,1285.00,334.62,71.99,325.99,83.42,65.41,31.68,43.42,88.84,143.51,20.59,163.79,644.96,102.50,157.31,88.28,111.01,369.68,169.95,186.85,45.56,45.85
