ticker,max_drawdown,num_drawdowns,gics_industry_group
PGR,-30.97,5,Insurance
PGRE,-26.77,6,Equity Real Estate Investment Trusts (REITs)
PGTI,-1.73,1,Capital Goods
PH,-27.1,6,Capital Goods
PHAT,-88.26,17,"Pharmaceuticals, Biotechnology & Life Sciences"
PHIN,-33.23,5,Automobiles & Components
PHLT,-47.43,7,Health Care Equipment & Services
PHM,-38.26,10,Consumer Durables & Apparel
PHR,-61.32,6,Health Care Equipment & Services
PI,-73.79,10,Semiconductors & Semiconductor Equipment
PII,-68.07,11,Consumer Durables & Apparel
PINC,-25.19,5,Health Care Equipment & Services
PINS,-57.05,3,Media & Entertainment
PIPR,-38.92,11,Financial Services
PJT,-29.37,16,Financial Services
PK,-50.2,5,Equity Real Estate Investment Trusts (REITs)
PKE,-27.78,4,Capital Goods
PKG,-29.29,5,Materials
PKST,-44.57,9,Equity Real Estate Investment Trusts (REITs)
PL,-54.39,16,Commercial & Professional Services
PLAB,-50.62,4,Semiconductors & Semiconductor Equipment
PLAY,-80.79,5,Consumer Services
PLCE,-76.92,3,Consumer Discretionary Distribution & Retail
PLD,-33.55,2,Equity Real Estate Investment Trusts (REITs)
PLL,-80.85,4,Materials
PLMR,-37.44,7,Insurance
PLNT,-24.64,7,Consumer Services
PLOW,-29.08,7,Capital Goods
PLPC,-22.33,10,Capital Goods
PLRX,-94.08,1,"Pharmaceuticals, Biotechnology & Life Sciences"
PLTK,-62.93,6,Media & Entertainment
PLTR,-40.61,9,Software & Services
PLUG,-85.12,9,Capital Goods
PLUS,-46.13,11,Technology Hardware & Equipment
PLXS,-34.92,10,Technology Hardware & Equipment
PLYM,-45.04,5,Equity Real Estate Investment Trusts (REITs)
PM,-21.96,3,"Food, Beverage & Tobacco"
PMT,-23.2,3,Financial Services
PMVP,-51.6,4,"Pharmaceuticals, Biotechnology & Life Sciences"
PNC,-30.34,3,Banks
PNFP,-35.03,4,Banks
PNR,-30.25,6,Capital Goods
PNTG,-40.16,4,Health Care Equipment & Services
PNW,-13.5,6,Utilities
PODD,-31.08,6,Health Care Equipment & Services
POOL,-45.4,3,Consumer Discretionary Distribution & Retail
POR,-19.07,4,Utilities
POST,-20.48,6,"Food, Beverage & Tobacco"
POWI,-62.46,2,Semiconductors & Semiconductor Equipment
POWL,-55.85,12,Capital Goods
POWW,-65.57,8,Consumer Discretionary Distribution & Retail
PPBI,-36.96,7,Banks
PPC,-29.84,5,"Food, Beverage & Tobacco"
PPG,-37.81,2,Materials
PPL,-12.4,5,Utilities
PR,-42.7,5,Energy
PRA,-28.17,7,Insurance
PRAA,-59.71,3,Financial Services
PRCT,-72.45,8,Health Care Equipment & Services
PRDO,-27.22,8,Consumer Services
PRFT,-41.23,1,Software & Services
PRG,-52.21,9,Financial Services
PRGO,-64.09,3,"Pharmaceuticals, Biotechnology & Life Sciences"
PRGS,-44.77,2,Software & Services
PRI,-19.85,6,Insurance
PRIM,-40.85,11,Capital Goods
PRK,-31.18,10,Banks
PRKS,-49.63,9,Consumer Services
PRLB,-30.89,8,Capital Goods
PRM,-35.94,8,Materials
PRMB,-59.42,6,"Food, Beverage & Tobacco"
PRME,-87.75,6,"Pharmaceuticals, Biotechnology & Life Sciences"
PRO,-63.51,6,Software & Services
PROK,-87.84,9,"Pharmaceuticals, Biotechnology & Life Sciences"
PRSU,-40.21,9,Consumer Services
PRTA,-88.74,3,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTS,-69.57,2,Consumer Discretionary Distribution & Retail
PRU,-26.56,8,Insurance
PRVA,-32.14,8,Health Care Equipment & Services
PSA,-29.2,5,Equity Real Estate Investment Trusts (REITs)
PSFE,-74.96,8,Financial Services
PSMT,-15.27,8,Consumer Staples Distribution & Retail
PSN,-51.15,8,Commercial & Professional Services
PSTG,-48.63,8,Technology Hardware & Equipment
PSTL,-16.98,6,Equity Real Estate Investment Trusts (REITs)
PSX,-46.23,5,Energy
PTC,-32.27,3,Software & Services
PTCT,-36.7,13,"Pharmaceuticals, Biotechnology & Life Sciences"
PTEN,-58.63,4,Energy
PTGX,-31.58,12,"Pharmaceuticals, Biotechnology & Life Sciences"
PTLO,-71.7,4,Consumer Services
PTON,-58.47,7,Consumer Durables & Apparel
PTVE,-40.18,7,Materials
PUBM,-73.86,3,Media & Entertainment
PUMP,-59.13,8,Energy
PVH,-56.97,4,Consumer Durables & Apparel
PWP,-41.5,10,Financial Services
PWR,-33.89,6,Capital Goods
PWSC,-33.73,1,Software & Services
PX,-38.6,4,Financial Services
PXD,-6.83,2,Energy
PYCR,-47.85,5,Commercial & Professional Services
PYPL,-56.54,4,Financial Services
PZZA,-60.86,4,Consumer Services
QCOM,-45.11,5,Semiconductors & Semiconductor Equipment
QCRH,-32.23,9,Banks
QDEL,-73.6,2,Health Care Equipment & Services
QGEN,-20.37,7,"Pharmaceuticals, Biotechnology & Life Sciences"
QLYS,-41.87,4,Software & Services
QNST,-56.06,9,Media & Entertainment
QRVO,-60.68,8,Semiconductors & Semiconductor Equipment
QS,-62.69,7,Automobiles & Components
QSI,-78.27,10,"Pharmaceuticals, Biotechnology & Life Sciences"
QTRX,-84.87,8,"Pharmaceuticals, Biotechnology & Life Sciences"
QTWO,-50.23,5,Software & Services
R,-23.86,3,Transportation
RAMP,-48.19,4,Software & Services
RAPT,-97.17,5,"Pharmaceuticals, Biotechnology & Life Sciences"
RARE,-66.78,3,"Pharmaceuticals, Biotechnology & Life Sciences"
RBA,-17.81,11,Commercial & Professional Services
RBB,-39.67,6,Banks
RBBN,-49.03,7,Technology Hardware & Equipment
RBC,-17.81,7,Capital Goods
RBCAA,-22.56,10,Banks
RBLX,-57.21,8,Media & Entertainment
RC,-80.74,1,Financial Services
RCEL,-82.14,2,"Pharmaceuticals, Biotechnology & Life Sciences"
RCKT,-92.42,9,"Pharmaceuticals, Biotechnology & Life Sciences"
RCL,-35.25,11,Consumer Services
RCM,-25.24,2,Health Care Equipment & Services
RCUS,-65.96,6,"Pharmaceuticals, Biotechnology & Life Sciences"
RDFN,-59.72,6,Real Estate Management & Development
RDN,-17.98,6,Financial Services
RDNT,-46.84,7,Health Care Equipment & Services
RDUS,-63.91,2,Materials
REFI,-26.23,6,Financial Services
REG,-15.87,5,Equity Real Estate Investment Trusts (REITs)
REGN,-59.8,4,"Pharmaceuticals, Biotechnology & Life Sciences"
REI,-65.21,3,Energy
RELY,-55.05,7,Financial Services
REPL,-81.21,10,"Pharmaceuticals, Biotechnology & Life Sciences"
REPX,-38.63,9,Energy
RES,-47.39,6,Energy
REVG,-23.56,9,Capital Goods
REX,-41.59,4,Energy
REXR,-44.11,4,Equity Real Estate Investment Trusts (REITs)
REYN,-35.2,5,Household & Personal Products
REZI,-47.06,10,Capital Goods
RF,-33.24,8,Banks
RGA,-27.43,8,Insurance
RGEN,-47.75,6,"Pharmaceuticals, Biotechnology & Life Sciences"
RGLD,-18.9,8,Materials
RGNX,-78.42,13,"Pharmaceuticals, Biotechnology & Life Sciences"
RGP,-69.91,1,Commercial & Professional Services
RGR,-39.49,4,Consumer Durables & Apparel
RH,-69.3,9,Consumer Discretionary Distribution & Retail
RHI,-70.41,1,Commercial & Professional Services
RHP,-34.76,4,Equity Real Estate Investment Trusts (REITs)
RICK,-65.99,3,Consumer Services
RIGL,-50.76,11,"Pharmaceuticals, Biotechnology & Life Sciences"
RILY,-92.74,9,Financial Services
RIOT,-64.3,8,Software & Services
RITM,-21.23,11,Financial Services
RIVN,-60.19,12,Automobiles & Components
RJF,-28.38,9,Financial Services
RKLB,-48.15,15,Capital Goods
RKT,-50.6,12,Financial Services
RL,-36.41,7,Consumer Durables & Apparel
RLAY,-83.43,7,"Pharmaceuticals, Biotechnology & Life Sciences"
RLI,-35.58,5,Insurance
RLJ,-47.95,2,Equity Real Estate Investment Trusts (REITs)
RM,-28.8,9,Financial Services
RMAX,-49.86,10,Real Estate Management & Development
RMBS,-48.83,11,Semiconductors & Semiconductor Equipment
RMD,-20.61,7,Health Care Equipment & Services
RMNI,-53.51,6,Software & Services
RMR,-51.47,3,Real Estate Management & Development
RNA,-54.13,9,"Pharmaceuticals, Biotechnology & Life Sciences"
RNG,-48.57,8,Software & Services
RNR,-23.34,4,Insurance
RNST,-29.73,7,Banks
ROAD,-33.62,9,Capital Goods
ROCK,-49.33,3,Capital Goods
ROG,-60.5,8,Technology Hardware & Equipment
ROIC,-15.77,1,Equity Real Estate Investment Trusts (REITs)
ROIV,-28.56,10,"Pharmaceuticals, Biotechnology & Life Sciences"
ROK,-28.73,2,Capital Goods
ROKU,-47.58,11,Media & Entertainment
ROL,-11.51,3,Commercial & Professional Services
ROP,-41.26,3,Software & Services
ROST,-21.27,5,Consumer Discretionary Distribution & Retail
RPAY,-72.85,3,Financial Services
RPD,-82.9,1,Software & Services
RPM,-30.86,4,Materials
RPRX,-22.5,5,"Pharmaceuticals, Biotechnology & Life Sciences"
RRBI,-20.97,9,Banks
RRC,-28.19,8,Energy
RRR,-39.82,2,Consumer Services
RRX,-48.42,2,Capital Goods
RS,-22.93,2,Materials
RSG,-20.91,1,Commercial & Professional Services
RSI,-42.04,11,Consumer Services
RTX,-16.15,7,Capital Goods
RTYH24,-5.31,1,#N/A N/A: Unable to retrieve data for gics_industry_group_name. Try using its default parameters and/or a different security/universe.
RUN,-73.65,11,Capital Goods
RUSHA,-27.72,5,Capital Goods
RUSHB,-28.77,9,Capital Goods
RVLV,-56.01,8,Consumer Discretionary Distribution & Retail
RVMD,-48.63,11,"Pharmaceuticals, Biotechnology & Life Sciences"
RVNC,-74.87,4,"Pharmaceuticals, Biotechnology & Life Sciences"
RVTY,-35.42,7,"Pharmaceuticals, Biotechnology & Life Sciences"
RWT,-38.74,9,Financial Services
RXO,-67.15,3,Transportation
RXRX,-77.06,4,"Pharmaceuticals, Biotechnology & Life Sciences"
RXST,-89.66,7,Health Care Equipment & Services
RYAM,-63.7,11,Materials
RYAN,-38.65,7,Insurance
RYI,-50.41,3,Materials
RYN,-33.28,4,Equity Real Estate Investment Trusts (REITs)
RYTM,-32.48,11,"Pharmaceuticals, Biotechnology & Life Sciences"
S,-56.9,1,Software & Services
SABR,-76.19,1,Consumer Services
SAFE,-54.17,5,Equity Real Estate Investment Trusts (REITs)
SAFT,-24.14,6,Insurance
SAGE,-82.26,5,"Pharmaceuticals, Biotechnology & Life Sciences"
SAH,-32.76,10,Consumer Discretionary Distribution & Retail
SAIA,-60.94,5,Transportation
SAIC,-44.83,3,Commercial & Professional Services
SAM,-49.45,6,"Food, Beverage & Tobacco"
SANA,-88.11,10,"Pharmaceuticals, Biotechnology & Life Sciences"
SANM,-25.65,10,Technology Hardware & Equipment
SASR,-28.7,5,Banks
SATS,-48.8,13,Media & Entertainment
SAVA,-96.61,5,"Pharmaceuticals, Biotechnology & Life Sciences"
SAVAW,-38.42,2,"Pharmaceuticals, Biotechnology & Life Sciences"
SAVEQ,-99.18,2,Transportation
SB,-51.51,6,Transportation
SBAC,-29.54,1,Equity Real Estate Investment Trusts (REITs)
SBCF,-28.77,8,Banks
SBGI,-35.54,10,Media & Entertainment
SBH,-45.22,10,Consumer Discretionary Distribution & Retail
SBOW,-17.72,2,Energy
SBRA,-19.27,9,Equity Real Estate Investment Trusts (REITs)
SBSI,-28.96,8,Banks
SBUX,-32.25,6,Consumer Services
SCCO,-40.37,5,Materials
SCHL,-60.86,8,Media & Entertainment
SCHW,-21.75,5,Financial Services
SCI,-16.95,11,Consumer Services
SCL,-54.72,1,Materials
SCLX,-95.29,6,"Pharmaceuticals, Biotechnology & Life Sciences"
SCPH,-68.47,4,"Pharmaceuticals, Biotechnology & Life Sciences"
SCS,-34.99,7,Commercial & Professional Services
SCSC,-44.21,8,Technology Hardware & Equipment
SCVL,-65.8,7,Consumer Discretionary Distribution & Retail
SDGR,-63.17,1,Health Care Equipment & Services
SDRL,-66.14,7,Energy
SEB,-35.73,3,"Food, Beverage & Tobacco"
SEE,-40.26,5,Materials
SEER,-26.34,3,"Pharmaceuticals, Biotechnology & Life Sciences"
SEI,-55.62,13,Energy
SEIC,-23.25,3,Financial Services
SEM,-45.63,5,Health Care Equipment & Services
SEMR,-63.26,4,Software & Services
SENEA,-19.51,9,"Food, Beverage & Tobacco"
SES,-85.18,8,Capital Goods
SF,-35.02,6,Financial Services
SFBS,-31.56,5,Banks
SFIX,-58.58,12,Consumer Discretionary Distribution & Retail
SFL,-52.6,3,Energy
SFM,-63.05,5,Consumer Staples Distribution & Retail
SFNC,-32.39,4,Banks
SFST,-33.61,7,Banks
SG,-88.11,14,Consumer Services
SGHC,-37.97,10,Consumer Services
SGI,-21.23,10,Consumer Durables & Apparel
SGMO,-74.04,5,"Pharmaceuticals, Biotechnology & Life Sciences"
SGRY,-61.71,2,Health Care Equipment & Services
SHAK,-45.7,7,Consumer Services
SHBI,-32.42,8,Banks
SHC,-43.48,9,"Pharmaceuticals, Biotechnology & Life Sciences"
SHCR,-53.36,5,Health Care Equipment & Services
SHEN,-53.93,2,Telecommunication Services
SHLS,-83.49,8,Capital Goods
SHO,-37.64,8,Equity Real Estate Investment Trusts (REITs)
SHOO,-60.68,5,Consumer Durables & Apparel
SHW,-21.57,5,Materials
SHYF,-57.48,4,Capital Goods
SIBN,-44.72,8,Health Care Equipment & Services
SIG,-57.6,8,Consumer Discretionary Distribution & Retail
SIGA,-56.39,9,"Pharmaceuticals, Biotechnology & Life Sciences"
SIGI,-32.2,3,Insurance
SILK,-15.18,4,Health Care Equipment & Services
SIRI,-64.77,5,Media & Entertainment
SITC,-40.17,6,Equity Real Estate Investment Trusts (REITs)
SITE,-43.6,7,Capital Goods
SITM,-55.26,12,Semiconductors & Semiconductor Equipment
SIX,-11.34,3,Consumer Services
SJM,-29.41,2,"Food, Beverage & Tobacco"
SKIN,-81.87,11,Household & Personal Products
SKT,-22.35,4,Equity Real Estate Investment Trusts (REITs)
SKWD,-32.62,9,Insurance
SKX,-41.87,4,Consumer Durables & Apparel
SKY,-44.61,11,Consumer Durables & Apparel
SKYW,-34.33,8,Transportation
SLAB,-45.7,11,Semiconductors & Semiconductor Equipment
SLB,-42.56,3,Energy
SLCA,-10.18,2,Energy
SLDP,-58.62,13,Automobiles & Components
SLG,-48.81,6,Equity Real Estate Investment Trusts (REITs)
SLGN,-34.71,2,Materials
SLM,-26.77,9,Financial Services
SLP,-75.54,8,Health Care Equipment & Services
SLQT,-82.98,9,Insurance
SLRN,-78.1,4,"Pharmaceuticals, Biotechnology & Life Sciences"
SLVM,-58.99,2,Materials
SM,-66.7,2,Energy
SMAR,-24.69,4,Software & Services
SMBC,-29.7,9,Banks
SMBK,-26.45,9,Banks
SMCI,-84.84,10,Technology Hardware & Equipment
SMG,-48.42,7,Materials
SMHI,-19.48,3,Energy
SMMF,-16.9,2,Banks
SMMT,-62.26,11,"Pharmaceuticals, Biotechnology & Life Sciences"
SMP,-46.92,3,Automobiles & Components
SMPL,-59.99,1,"Food, Beverage & Tobacco"
SMR,-73.48,20,Capital Goods
SMRT,-78.76,5,Technology Hardware & Equipment
SMTC,-68.45,14,Semiconductors & Semiconductor Equipment
SNA,-21.27,11,Capital Goods
SNBR,-81.77,9,Consumer Discretionary Distribution & Retail
SNCY,-54.82,10,Transportation
SNDR,-39.75,6,Transportation
SNDX,-64.81,5,"Pharmaceuticals, Biotechnology & Life Sciences"
SNEX,-19.66,9,Financial Services
SNOW,-54.0,8,Software & Services
SNPS,-40.53,9,Software & Services
SNV,-34.84,7,Banks
SNX,-33.78,11,Technology Hardware & Equipment
SO,-15.68,7,Utilities
SOFI,-47.31,9,Financial Services
SON,-36.09,2,Materials
SONO,-60.53,4,Consumer Durables & Apparel
SOUN,-70.37,16,Software & Services
SOVO,-0.68,1,"Food, Beverage & Tobacco"
SOY,-58.15,6,"Food, Beverage & Tobacco"
SP,-4.0,1,Commercial & Professional Services
SPB,-47.49,6,Household & Personal Products
SPCE,-95.0,4,Capital Goods
SPFI,-24.14,7,Banks
SPG,-25.25,9,Equity Real Estate Investment Trusts (REITs)
SPGI,-19.93,7,Financial Services
SPHR,-52.29,5,Media & Entertainment
SPNS,-40.85,3,Software & Services
SPNT,-16.28,8,Insurance
SPOK,-33.74,3,Telecommunication Services
SPOT,-46.8,6,Media & Entertainment
SPR,-20.33,5,Capital Goods
SPSC,-63.78,4,Software & Services
SPT,-88.07,1,Software & Services
SPTN,-27.53,3,Consumer Staples Distribution & Retail
SPWH,-47.33,1,Consumer Discretionary Distribution & Retail
SPWRQ,-98.77,1,Capital Goods
SPXC,-33.54,11,Capital Goods
SQSP,-9.5,3,Software & Services
SR,-12.16,6,Utilities
SRC,-6.5,1,Equity Real Estate Investment Trusts (REITs)
SRCE,-21.24,12,Banks
SRCL,-20.4,2,Commercial & Professional Services
SRDX,-37.45,2,Health Care Equipment & Services
SRE,-32.7,5,Utilities
SRI,-81.23,6,Automobiles & Components
SRPT,-92.72,8,"Pharmaceuticals, Biotechnology & Life Sciences"
SRRK,-60.19,10,"Pharmaceuticals, Biotechnology & Life Sciences"
SRTA,-48.88,15,Health Care Equipment & Services
SSB,-28.0,8,Banks
SSD,-34.92,5,Capital Goods
SSNC,-19.26,5,Commercial & Professional Services
SSP,-84.54,9,Media & Entertainment
SSRM,-61.97,18,Materials
SSTI,-75.51,2,Software & Services
SSTK,-71.91,9,Media & Entertainment
ST,-58.88,11,Capital Goods
STAA,-71.12,4,Health Care Equipment & Services
STAG,-26.6,5,Equity Real Estate Investment Trusts (REITs)
STBA,-27.89,8,Banks
STC,-26.32,10,Insurance
STE,-18.09,11,Health Care Equipment & Services
STEL,-21.93,6,Banks
STEM,-92.12,6,Capital Goods
STEP,-38.75,7,Financial Services
STER,-11.8,2,Commercial & Professional Services
STGW,-48.64,13,Media & Entertainment
STHO,-59.17,2,Real Estate Management & Development
STLD,-29.23,6,Materials
STNE,-57.15,6,Financial Services
STNG,-61.86,9,Energy
STOK,-66.32,9,"Pharmaceuticals, Biotechnology & Life Sciences"
STR,-41.81,4,Energy
STRA,-39.94,6,Consumer Services
STRL,-47.67,10,Capital Goods
STRO,-90.72,6,"Pharmaceuticals, Biotechnology & Life Sciences"
STT,-26.31,3,Financial Services
STWD,-18.41,2,Financial Services
STZ,-53.08,5,"Food, Beverage & Tobacco"
SUI,-22.33,9,Equity Real Estate Investment Trusts (REITs)
SUM,-20.8,6,Materials
SUPN,-26.73,6,"Pharmaceuticals, Biotechnology & Life Sciences"
SVC,-81.73,1,Equity Real Estate Investment Trusts (REITs)
SVRA,-65.3,6,"Pharmaceuticals, Biotechnology & Life Sciences"
SVV,-68.48,4,Consumer Discretionary Distribution & Retail
SWAV,-6.96,1,Health Care Equipment & Services
SWBI,-57.1,5,Consumer Durables & Apparel
SWI,-13.68,6,Software & Services
SWK,-49.28,8,Capital Goods
SWKS,-59.23,8,Semiconductors & Semiconductor Equipment
SWN,-22.58,2,Energy
SWTX,-45.5,4,"Pharmaceuticals, Biotechnology & Life Sciences"
SWX,-15.47,5,Utilities
SXC,-50.55,4,Materials
SXI,-38.11,7,Capital Goods
SXT,-25.69,3,Materials
SYBT,-24.39,7,Banks
SYF,-37.97,8,Financial Services
SYK,-15.64,7,Health Care Equipment & Services
SYNA,-62.24,6,Semiconductors & Semiconductor Equipment
SYY,-17.44,4,Consumer Staples Distribution & Retail
T,-22.35,5,Telecommunication Services
TALO,-56.48,5,Energy
TAP,-36.62,5,"Food, Beverage & Tobacco"
TARO,-5.45,2,"Pharmaceuticals, Biotechnology & Life Sciences"
TARS,-45.08,8,"Pharmaceuticals, Biotechnology & Life Sciences"
TBBK,-36.28,11,Banks
TBI,-74.87,4,Commercial & Professional Services
TBPH,-33.91,6,"Pharmaceuticals, Biotechnology & Life Sciences"
TBRG,-29.49,2,Health Care Equipment & Services
TCBI,-31.71,7,Banks
TCBK,-27.65,5,Banks
TCBX,-28.88,10,Banks
TCMD,-51.79,6,Health Care Equipment & Services
TCX,-44.61,8,Software & Services
TDC,-60.81,4,Software & Services
TDG,-18.39,6,Capital Goods
TDOC,-78.53,1,Health Care Equipment & Services
TDS,-30.13,6,Telecommunication Services
TDUP,-77.62,9,Consumer Discretionary Distribution & Retail
TDW,-70.35,10,Energy
TDY,-18.39,5,Technology Hardware & Equipment
TEAD,-92.29,7,Media & Entertainment
TEAM,-69.53,4,Software & Services
TECH,-44.55,8,"Pharmaceuticals, Biotechnology & Life Sciences"
TELL,-60.7,7,Energy
TENB,-62.0,1,Software & Services
TER,-58.31,7,Semiconductors & Semiconductor Equipment
TERN,-82.19,16,"Pharmaceuticals, Biotechnology & Life Sciences"
TEX,-51.75,9,Capital Goods
TFC,-27.75,8,Banks
TFIN,-57.59,9,Banks
TFSL,-20.52,5,Banks
TFX,-60.66,1,Health Care Equipment & Services
TG,-33.43,6,Materials
TGI,-33.47,5,Capital Goods
TGNA,-22.15,6,Media & Entertainment
TGT,-52.94,3,Consumer Staples Distribution & Retail
TGTX,-42.01,13,"Pharmaceuticals, Biotechnology & Life Sciences"
TH,-56.73,7,Consumer Services
THC,-34.48,6,Health Care Equipment & Services
THFF,-20.19,11,Banks
THG,-13.98,8,Insurance
THO,-49.76,2,Automobiles & Components
THR,-33.86,8,Capital Goods
THRM,-60.59,6,Automobiles & Components
THRY,-83.91,3,Media & Entertainment
THS,-63.42,2,"Food, Beverage & Tobacco"
TILE,-33.67,7,Commercial & Professional Services
TIPT,-32.68,7,Insurance
TITN,-55.07,9,Capital Goods
TJX,-11.31,7,Consumer Discretionary Distribution & Retail
TK,-32.17,5,Energy
TKO,-21.33,8,Media & Entertainment
TKR,-38.41,3,Capital Goods
TMCI,-87.14,1,Health Care Equipment & Services
TMDX,-67.79,12,Health Care Equipment & Services
TMHC,-27.9,8,Consumer Durables & Apparel
TMO,-37.48,7,"Pharmaceuticals, Biotechnology & Life Sciences"
TMP,-28.79,12,Banks
TMUS,-32.71,3,Telecommunication Services
TNC,-44.53,5,Capital Goods
TNDM,-81.07,8,Health Care Equipment & Services
TNET,-59.18,6,Commercial & Professional Services
TNGX,-91.46,9,"Pharmaceuticals, Biotechnology & Life Sciences"
TNK,-53.22,6,Energy
TNL,-32.98,10,Consumer Services
TNYA,-94.3,10,"Pharmaceuticals, Biotechnology & Life Sciences"
TOL,-46.07,8,Consumer Durables & Apparel
TOST,-45.13,7,Financial Services
TOWN,-19.19,9,Banks
TPB,-22.48,9,"Food, Beverage & Tobacco"
TPC,-40.94,9,Capital Goods
TPG,-44.34,9,Financial Services
TPH,-37.97,13,Consumer Durables & Apparel
TPICQ,-88.03,9,Capital Goods
TPL,-84.19,4,Energy
TPR,-32.07,6,Consumer Durables & Apparel
TRC,-24.31,8,Real Estate Management & Development
TRDA,-76.75,10,"Pharmaceuticals, Biotechnology & Life Sciences"
TREE,-45.57,11,Financial Services
TREX,-69.9,2,Capital Goods
TRGP,-32.65,4,Energy
TRIP,-62.64,5,Media & Entertainment
TRMB,-28.87,9,Technology Hardware & Equipment
TRMK,-22.97,8,Banks
TRN,-40.94,12,Capital Goods
TRNO,-27.94,13,Equity Real Estate Investment Trusts (REITs)
TRNS,-63.86,6,Capital Goods
TROW,-35.62,6,Financial Services
TROX,-85.81,6,Materials
TRS,-29.73,10,Materials
TRST,-27.4,8,Banks
TRTX,-28.42,7,Financial Services
TRU,-37.81,3,Commercial & Professional Services
TRUP,-44.69,10,Insurance
TRV,-12.84,7,Insurance
TSBK,-22.45,7,Banks
TSCO,-21.22,4,Consumer Discretionary Distribution & Retail
TSE,-76.01,1,Materials
TSLA,-53.77,15,Automobiles & Components
TSN,-23.0,7,"Food, Beverage & Tobacco"
TSPH,-72.03,1,Transportation
TSVT,-61.67,3,"Pharmaceuticals, Biotechnology & Life Sciences"
TT,-24.8,4,Capital Goods
TTC,-36.13,7,Capital Goods
TTD,-81.19,6,Media & Entertainment
TTEC,-88.39,2,Commercial & Professional Services
TTEK,-44.56,7,Commercial & Professional Services
TTGT,-82.17,4,Media & Entertainment
TTI,-57.23,10,Energy
TTMI,-34.24,11,Technology Hardware & Equipment
TTWO,-26.33,6,Media & Entertainment
TVRD,-76.9,5,"Pharmaceuticals, Biotechnology & Life Sciences"
TVTX,-46.44,12,"Pharmaceuticals, Biotechnology & Life Sciences"
TW,-33.24,5,Financial Services
TWI,-58.53,8,Capital Goods
TWKS,-56.31,3,Software & Services
TWLO,-45.17,8,Software & Services
TWO,-33.57,7,Financial Services
TWOUQ,-85.38,1,Consumer Services
TWST,-58.97,9,"Pharmaceuticals, Biotechnology & Life Sciences"
TXG,-86.85,8,"Pharmaceuticals, Biotechnology & Life Sciences"
TXN,-33.9,6,Semiconductors & Semiconductor Equipment
TXNM,-11.83,8,Utilities
TXRH,-25.36,8,Consumer Services
TXT,-37.39,2,Capital Goods
TYL,-48.66,4,Software & Services
TYRA,-75.32,12,"Pharmaceuticals, Biotechnology & Life Sciences"
U,-64.26,10,Software & Services
UA,-60.16,6,Consumer Durables & Apparel
UAA,-62.53,7,Consumer Durables & Apparel
UAL,-49.19,10,Transportation
UBER,-30.59,7,Transportation
UBSI,-27.23,7,Banks
UCB,-31.95,5,Banks
UCTT,-68.24,10,Semiconductors & Semiconductor Equipment
UDMY,-68.07,1,Consumer Services
UDR,-28.79,3,Equity Real Estate Investment Trusts (REITs)
UE,-30.93,4,Equity Real Estate Investment Trusts (REITs)
UEC,-53.49,10,Energy
UFCS,-26.0,10,Insurance
UFPI,-36.87,10,Capital Goods
UFPT,-48.31,8,Health Care Equipment & Services
UGI,-15.08,10,Utilities
UHAL,-37.81,4,Transportation
UHAL/B,-38.83,5,Transportation
UHS,-35.84,4,Health Care Equipment & Services
UHT,-26.26,6,Equity Real Estate Investment Trusts (REITs)
UI,-36.57,8,Technology Hardware & Equipment
UIS,-74.44,6,Software & Services
ULCC,-70.38,14,Transportation
ULH,-75.21,7,Transportation
ULTA,-44.56,3,Consumer Discretionary Distribution & Retail
UMBF,-32.29,12,Banks
UMH,-30.85,7,Equity Real Estate Investment Trusts (REITs)
UNF,-34.92,8,Commercial & Professional Services
UNFI,-48.33,11,Consumer Staples Distribution & Retail
UNH,-61.97,4,Health Care Equipment & Services
UNIT,-59.6,6,Telecommunication Services
UNM,-17.75,4,Insurance
UNP,-18.93,7,Transportation
UPBD,-57.38,6,Consumer Discretionary Distribution & Retail
UPS,-48.78,2,Transportation
UPST,-61.0,9,Financial Services
UPWK,-42.46,6,Commercial & Professional Services
URBN,-28.53,6,Consumer Discretionary Distribution & Retail
URGN,-79.67,6,"Pharmaceuticals, Biotechnology & Life Sciences"
URI,-37.3,7,Capital Goods
USB,-32.17,8,Banks
USFD,-17.28,3,Consumer Staples Distribution & Retail
USLM,-45.91,8,Materials
USNA,-65.71,3,Household & Personal Products
USPH,-42.34,7,Health Care Equipment & Services
UTHR,-33.0,5,"Pharmaceuticals, Biotechnology & Life Sciences"
UTI,-39.36,6,Consumer Services
UTL,-28.24,4,Utilities
UTMD,-38.56,2,Health Care Equipment & Services
UTZ,-52.72,4,"Food, Beverage & Tobacco"
UVE,-25.75,11,Insurance
UVSP,-21.45,11,Banks
UVV,-31.53,6,"Food, Beverage & Tobacco"
UWMC,-58.61,9,Financial Services
V,-15.01,5,Financial Services
VAC,-57.77,4,Consumer Services
VAL,-63.82,8,Energy
VBTX,-33.56,7,Banks
VC,-46.97,3,Automobiles & Components
VCEL,-51.72,7,"Pharmaceuticals, Biotechnology & Life Sciences"
VCTR,-29.01,3,Financial Services
VCYT,-50.09,9,"Pharmaceuticals, Biotechnology & Life Sciences"
VECO,-64.2,9,Semiconductors & Semiconductor Equipment
VEEV,-39.96,5,Health Care Equipment & Services
VERA,-62.09,11,"Pharmaceuticals, Biotechnology & Life Sciences"
