ticker,max_drawdown,num_drawdowns,gics_industry_group
CRMT,-74.45,7,Consumer Discretionary Distribution & Retail
CRNC,-88.75,15,Software & Services
CRNX,-57.88,9,"Pharmaceuticals, Biotechnology & Life Sciences"
CROX,-54.04,4,Consumer Durables & Apparel
CRS,-28.81,6,Capital Goods
CRSR,-66.09,1,Technology Hardware & Equipment
CRUS,-46.85,5,Semiconductors & Semiconductor Equipment
CRVL,-62.07,8,Health Care Equipment & Services
CRWD,-44.44,10,Software & Services
CSCO,-18.01,3,Technology Hardware & Equipment
CSGP,-47.83,2,Real Estate Management & Development
CSGS,-27.19,5,Commercial & Professional Services
CSL,-38.58,5,Capital Goods
CSR,-29.56,6,Equity Real Estate Investment Trusts (REITs)
CSTL,-57.74,6,Health Care Equipment & Services
CSTM,-66.35,6,Materials
CSTR,-10.87,2,Banks
CSV,-15.66,8,Consumer Services
CSW,-46.34,5,Capital Goods
CSX,-30.46,4,Transportation
CTAS,-20.04,2,Commercial & Professional Services
CTBI,-25.06,8,Banks
CTEV,-74.82,1,Health Care Equipment & Services
CTKB,-73.55,8,"Pharmaceuticals, Biotechnology & Life Sciences"
CTLP,-35.07,7,Financial Services
CTLT,-10.43,1,"Pharmaceuticals, Biotechnology & Life Sciences"
CTO,-27.85,6,Equity Real Estate Investment Trusts (REITs)
CTOS,-55.57,5,Capital Goods
CTRA,-24.3,6,Energy
CTRE,-24.02,6,Equity Real Estate Investment Trusts (REITs)
CTS,-40.72,8,Technology Hardware & Equipment
CTSH,-27.82,4,Software & Services
CTVA,-20.9,5,Materials
CUBE,-35.18,3,Equity Real Estate Investment Trusts (REITs)
CUBI,-36.05,5,Banks
CUTRQ,-73.28,3,Health Care Equipment & Services
CUZ,-24.11,6,Equity Real Estate Investment Trusts (REITs)
CVBF,-31.62,7,Banks
CVCO,-33.24,11,Consumer Durables & Apparel
CVGI,-87.96,5,Capital Goods
CVGW,-37.45,3,"Food, Beverage & Tobacco"
CVI,-57.74,7,Energy
CVLG,-41.54,10,Transportation
CVLT,-58.37,9,Software & Services
CVNA,-43.02,17,Consumer Discretionary Distribution & Retail
CVRX,-84.42,5,Health Care Equipment & Services
CVS,-46.23,6,Health Care Equipment & Services
CVX,-20.64,6,Energy
CW,-27.29,3,Capital Goods
CWCO,-35.46,4,Utilities
CWEN,-23.34,7,Utilities
CWEN/A,-23.12,6,Utilities
CWH,-66.67,5,Consumer Discretionary Distribution & Retail
CWK,-48.97,15,Real Estate Management & Development
CWST,-31.18,7,Commercial & Professional Services
CWT,-24.54,7,Utilities
CXM,-56.86,2,Software & Services
CXT,-36.25,6,Technology Hardware & Equipment
CXW,-32.62,4,Commercial & Professional Services
CYH,-61.58,9,Health Care Equipment & Services
CYRX,-75.04,12,"Pharmaceuticals, Biotechnology & Life Sciences"
CYTK,-72.39,7,"Pharmaceuticals, Biotechnology & Life Sciences"
CZFS,-37.83,7,Banks
CZNC,-26.78,7,Banks
CZR,-60.99,3,Consumer Services
D,-18.5,4,Utilities
DAKT,-42.0,9,Technology Hardware & Equipment
DAL,-48.05,10,Transportation
DAN,-47.29,8,Automobiles & Components
DAR,-45.27,4,"Food, Beverage & Tobacco"
DASH,-34.74,5,Consumer Services
DAWN,-67.21,10,"Pharmaceuticals, Biotechnology & Life Sciences"
DAY,-39.69,5,Commercial & Professional Services
DBI,-80.73,5,Consumer Discretionary Distribution & Retail
DBRG,-67.17,6,Financial Services
DBX,-37.39,3,Software & Services
DCGO,-87.77,7,Health Care Equipment & Services
DCI,-24.39,6,Capital Goods
DCO,-23.46,8,Capital Goods
DCOM,-35.3,9,Banks
DCPH,-18.32,2,"Pharmaceuticals, Biotechnology & Life Sciences"
DD,-38.43,5,Materials
DDD,-77.72,9,Capital Goods
DDOG,-48.41,6,Software & Services
DDS,-42.06,7,Consumer Discretionary Distribution & Retail
DE,-18.91,8,Capital Goods
DEA,-44.78,6,Equity Real Estate Investment Trusts (REITs)
DECK,-64.35,6,Consumer Durables & Apparel
DEI,-49.11,8,Equity Real Estate Investment Trusts (REITs)
DENN,-73.88,4,Consumer Services
DFH,-61.17,4,Consumer Durables & Apparel
DFIN,-45.24,7,Financial Services
DFS,-27.66,4,Financial Services
DG,-57.55,4,Consumer Staples Distribution & Retail
DGICA,-19.7,4,Insurance
DGII,-35.17,10,Technology Hardware & Equipment
DGX,-12.9,10,Health Care Equipment & Services
DH,-80.9,3,Health Care Equipment & Services
DHC,-51.31,10,Equity Real Estate Investment Trusts (REITs)
DHI,-41.59,7,Consumer Durables & Apparel
DHIL,-31.0,2,Financial Services
DHR,-37.8,8,"Pharmaceuticals, Biotechnology & Life Sciences"
DHT,-30.06,5,Energy
DIN,-63.05,8,Consumer Services
DINO,-59.33,6,Energy
DIOD,-60.08,5,Semiconductors & Semiconductor Equipment
DIS,-33.46,3,Media & Entertainment
DJCO,-38.01,14,Software & Services
DK,-65.41,6,Energy
DKNG,-52.29,4,Consumer Services
DKS,-33.12,6,Consumer Discretionary Distribution & Retail
DLB,-30.07,5,Software & Services
DLR,-30.45,4,Equity Real Estate Investment Trusts (REITs)
DLTR,-59.2,7,Consumer Staples Distribution & Retail
DLX,-44.53,7,Commercial & Professional Services
DM,-67.32,6,Capital Goods
DMRC,-89.19,8,Software & Services
DNA,-83.0,1,"Pharmaceuticals, Biotechnology & Life Sciences"
DNB,-38.12,3,Commercial & Professional Services
DNLI,-63.68,13,"Pharmaceuticals, Biotechnology & Life Sciences"
DNMRQ,-64.15,3,Materials
DNOW,-30.76,8,Capital Goods
DNUT,-85.19,9,Consumer Services
DO,-16.05,4,Energy
DOC,-31.75,3,Equity Real Estate Investment Trusts (REITs)
DOCN,-44.87,9,Software & Services
DOCS,-59.92,6,Health Care Equipment & Services
DOCU,-57.44,3,Software & Services
DOLE,-28.1,7,"Food, Beverage & Tobacco"
DOMO,-75.11,11,Software & Services
DORM,-26.38,8,Automobiles & Components
DOUG,-64.26,1,Real Estate Management & Development
DOV,-26.81,5,Capital Goods
DOW,-65.58,2,Materials
DOX,-24.39,7,Software & Services
DPZ,-27.36,4,Consumer Services
DRH,-33.24,6,Equity Real Estate Investment Trusts (REITs)
DRI,-25.06,6,Consumer Services
DRS,-32.8,7,Capital Goods
DRVN,-32.43,8,Consumer Services
DSGN,-62.8,19,"Pharmaceuticals, Biotechnology & Life Sciences"
DSGR,-40.83,10,Capital Goods
DT,-46.38,4,Software & Services
DTE,-10.94,2,Utilities
DTM,-23.56,9,Energy
DUK,-12.42,6,Utilities
DUOL,-78.85,7,Consumer Services
DV,-77.91,3,Media & Entertainment
DVA,-41.43,8,Health Care Equipment & Services
DVAX,-37.52,1,"Pharmaceuticals, Biotechnology & Life Sciences"
DVN,-50.83,8,Energy
DX,-22.82,6,Financial Services
DXC,-50.43,2,Software & Services
DXCM,-60.95,2,Health Care Equipment & Services
DXLG,-78.61,3,Consumer Discretionary Distribution & Retail
DXPE,-32.99,7,Capital Goods
DY,-32.58,6,Capital Goods
DYN,-85.52,10,"Pharmaceuticals, Biotechnology & Life Sciences"
EA,-30.62,2,Media & Entertainment
EAF,-75.37,15,Capital Goods
EAT,-45.92,6,Consumer Services
EB,-79.93,6,Media & Entertainment
EBAY,-20.56,8,Consumer Discretionary Distribution & Retail
EBC,-25.95,10,Banks
EBF,-27.62,2,Commercial & Professional Services
EBS,-45.45,7,"Pharmaceuticals, Biotechnology & Life Sciences"
EBTC,-30.63,5,Banks
ECL,-16.37,4,Materials
ECPG,-49.21,4,Financial Services
ECVT,-52.2,6,Materials
ED,-18.06,4,Utilities
EDIT,-91.15,9,"Pharmaceuticals, Biotechnology & Life Sciences"
EE,-28.94,7,Energy
EEFT,-41.91,2,Financial Services
EFC,-19.65,9,Financial Services
EFR,-54.26,10,Energy
EFSC,-25.42,9,Banks
EFX,-43.0,3,Commercial & Professional Services
EG,-25.09,8,Insurance
EGBN,-47.33,3,Banks
EGHT,-57.75,5,Software & Services
EGP,-24.23,5,Equity Real Estate Investment Trusts (REITs)
EGRX,-48.69,4,"Pharmaceuticals, Biotechnology & Life Sciences"
EGY,-58.56,8,Energy
EHAB,-44.03,3,Health Care Equipment & Services
EHC,-26.22,3,Health Care Equipment & Services
EHTH,-49.88,2,Insurance
EIG,-33.03,2,Insurance
EIX,-45.31,6,Utilities
EL,-68.3,5,Household & Personal Products
ELAN,-56.1,4,"Pharmaceuticals, Biotechnology & Life Sciences"
ELF,-77.09,5,Household & Personal Products
ELME,-88.17,3,Equity Real Estate Investment Trusts (REITs)
ELS,-23.37,4,Equity Real Estate Investment Trusts (REITs)
ELV,-51.15,3,Health Care Equipment & Services
ELVN,-49.54,18,"Pharmaceuticals, Biotechnology & Life Sciences"
EMBC,-55.66,9,Health Care Equipment & Services
EME,-36.19,7,Capital Goods
EMN,-50.45,4,Materials
EMR,-29.91,6,Capital Goods
ENFN,-19.33,7,Software & Services
ENOV,-66.36,1,Health Care Equipment & Services
ENPH,-80.85,3,Semiconductors & Semiconductor Equipment
ENR,-56.79,8,Household & Personal Products
ENS,-28.74,6,Capital Goods
ENSG,-23.57,5,Health Care Equipment & Services
ENTA,-75.6,10,"Pharmaceuticals, Biotechnology & Life Sciences"
ENTG,-57.05,9,Semiconductors & Semiconductor Equipment
ENV,-13.24,2,Software & Services
ENVA,-26.25,6,Financial Services
ENVX,-70.18,8,Capital Goods
EOG,-26.27,5,Energy
EOLS,-74.79,2,"Pharmaceuticals, Biotechnology & Life Sciences"
EOSE,-48.42,9,Capital Goods
EPAC,-30.56,2,Capital Goods
EPAM,-54.8,4,Software & Services
EPC,-61.37,4,Household & Personal Products
EPM,-48.48,2,Energy
EPR,-20.0,8,Equity Real Estate Investment Trusts (REITs)
EPRT,-17.51,10,Equity Real Estate Investment Trusts (REITs)
EQBK,-28.82,7,Banks
EQC,-8.13,5,Equity Real Estate Investment Trusts (REITs)
EQH,-23.49,8,Financial Services
EQIX,-26.29,5,Equity Real Estate Investment Trusts (REITs)
EQR,-24.82,1,Equity Real Estate Investment Trusts (REITs)
EQT,-27.93,10,Energy
ERAS,-67.68,12,"Pharmaceuticals, Biotechnology & Life Sciences"
ERII,-42.95,4,Capital Goods
ES,-20.69,8,Utilities
ESAB,-22.72,5,Capital Goods
ESE,-17.56,6,Capital Goods
ESGR,-10.97,3,Insurance
ESI,-40.33,7,Materials
ESNT,-18.75,12,Financial Services
ESQ,-20.85,6,Banks
ESRT,-46.11,7,Equity Real Estate Investment Trusts (REITs)
ESS,-22.11,6,Equity Real Estate Investment Trusts (REITs)
ESTC,-57.28,1,Software & Services
ETD,-35.31,4,Consumer Durables & Apparel
ETN,-34.7,5,Capital Goods
ETNB,-64.92,4,"Pharmaceuticals, Biotechnology & Life Sciences"
ETR,-10.1,2,Utilities
ETRN,-13.94,2,Energy
ETSY,-49.68,7,Consumer Discretionary Distribution & Retail
ETWO,-62.67,4,Software & Services
EU,-75.7,9,Energy
EVC,-68.49,13,Media & Entertainment
EVCM,-34.29,5,Software & Services
EVER,-41.97,9,Media & Entertainment
EVGO,-73.49,14,Consumer Discretionary Distribution & Retail
EVH,-91.68,3,Health Care Equipment & Services
EVLV,-61.95,6,Technology Hardware & Equipment
EVR,-48.17,4,Financial Services
EVRG,-10.31,2,Utilities
EVRI,-46.04,2,Consumer Services
EVTC,-35.94,3,Financial Services
EVVAQ,-68.19,5,Energy
EW,-37.53,9,Health Care Equipment & Services
EWBC,-36.14,7,Banks
EWCZ,-80.39,7,Consumer Services
EWTX,-68.81,15,"Pharmaceuticals, Biotechnology & Life Sciences"
EXAS,-45.72,4,"Pharmaceuticals, Biotechnology & Life Sciences"
EXC,-11.59,5,Utilities
EXE,-24.37,10,Energy
EXEL,-25.34,6,"Pharmaceuticals, Biotechnology & Life Sciences"
EXFY,-48.59,2,Software & Services
EXLS,-39.77,2,Commercial & Professional Services
EXP,-38.57,11,Materials
EXPD,-21.74,5,Transportation
EXPE,-33.84,11,Consumer Services
EXPI,-53.43,5,Real Estate Management & Development
EXPO,-43.38,7,Commercial & Professional Services
EXR,-30.87,6,Equity Real Estate Investment Trusts (REITs)
EXTR,-41.47,7,Technology Hardware & Equipment
EYE,-59.34,12,Consumer Discretionary Distribution & Retail
EYPT,-86.1,9,"Pharmaceuticals, Biotechnology & Life Sciences"
F,-40.27,9,Automobiles & Components
FA,-40.05,3,Commercial & Professional Services
FAF,-23.39,6,Insurance
FANG,-43.47,4,Energy
FARO,-40.14,5,Technology Hardware & Equipment
FAST,-22.31,7,Capital Goods
FATE,-91.86,13,"Pharmaceuticals, Biotechnology & Life Sciences"
FBIN,-50.57,7,Capital Goods
FBIZ,-21.21,12,Banks
FBK,-30.83,8,Banks
FBMS,-20.34,6,Banks
FBNC,-26.79,6,Banks
FBP,-24.14,8,Banks
FBRT,-30.6,5,Financial Services
FC,-67.84,5,Commercial & Professional Services
FCBC,-32.7,7,Banks
FCEL,-91.93,5,Capital Goods
FCF,-27.46,10,Banks
FCFS,-24.12,5,Financial Services
FCN,-34.34,8,Commercial & Professional Services
FCNCA,-33.63,8,Banks
FCPT,-25.24,3,Equity Real Estate Investment Trusts (REITs)
FCX,-46.86,4,Materials
FDBC,-36.3,4,Banks
FDMT,-93.0,12,"Pharmaceuticals, Biotechnology & Life Sciences"
FDP,-23.01,7,"Food, Beverage & Tobacco"
FDS,-57.8,6,Financial Services
FDX,-36.82,3,Transportation
FE,-14.8,4,Utilities
FEAM,-51.25,3,Materials
FELE,-23.72,7,Capital Goods
FERG,-33.88,3,Capital Goods
FFBC,-27.32,11,Banks
FFIC,-40.11,11,Banks
FFIN,-30.64,5,Banks
FFIV,-34.73,3,Technology Hardware & Equipment
FFWM,-58.1,6,Banks
FG,-44.79,7,Insurance
FGEN,-67.32,5,"Pharmaceuticals, Biotechnology & Life Sciences"
FHB,-25.3,9,Banks
FHN,-27.73,11,Banks
FIBK,-32.73,12,Banks
FICO,-44.96,5,Software & Services
FIGS,-47.08,9,Consumer Durables & Apparel
FIP,-68.38,8,Transportation
FIS,-44.12,6,Financial Services
FISI,-28.99,11,Banks
FISV,-75.56,4,Financial Services
FITB,-31.21,7,Banks
FIVE,-74.13,4,Consumer Discretionary Distribution & Retail
FIVN,-79.93,1,Software & Services
FIX,-46.12,8,Capital Goods
FIZZ,-40.08,4,"Food, Beverage & Tobacco"
FL,-68.36,4,Consumer Discretionary Distribution & Retail
FLG,-74.98,11,Banks
FLGT,-47.83,3,Health Care Equipment & Services
FLIC,-29.01,5,Banks
FLNC,-85.93,13,Capital Goods
FLNG,-29.46,2,Energy
FLO,-60.49,3,"Food, Beverage & Tobacco"
FLR,-47.63,5,Capital Goods
FLS,-39.01,10,Capital Goods
FLWS,-72.41,4,Consumer Discretionary Distribution & Retail
FLYW,-70.81,6,Financial Services
FMAO,-36.1,9,Banks
FMBH,-28.32,7,Banks
FMC,-81.96,5,Materials
FMNB,-25.92,5,Banks
FN,-37.47,9,Technology Hardware & Equipment
FNA,-67.15,2,Health Care Equipment & Services
FNB,-33.6,9,Banks
FND,-57.54,5,Consumer Discretionary Distribution & Retail
FNF,-23.32,7,Insurance
FNKO,-83.03,5,Consumer Durables & Apparel
FNLC,-27.14,10,Banks
FOLD,-60.39,2,"Pharmaceuticals, Biotechnology & Life Sciences"
FOR,-54.72,8,Real Estate Management & Development
FORM,-62.75,11,Semiconductors & Semiconductor Equipment
FORR,-75.49,2,Commercial & Professional Services
FOUR,-56.93,5,Financial Services
FOX,-19.21,4,Media & Entertainment
FOXA,-18.6,4,Media & Entertainment
FOXF,-81.0,3,Automobiles & Components
FPI,-24.86,5,Equity Real Estate Investment Trusts (REITs)
FR,-25.73,4,Equity Real Estate Investment Trusts (REITs)
FRBA,-20.71,5,Banks
FRGE,-85.49,7,Financial Services
FRME,-24.57,10,Banks
FRPH,-31.25,7,Real Estate Management & Development
FRPT,-70.26,10,"Food, Beverage & Tobacco"
FRSH,-62.91,1,Software & Services
FRST,-41.92,2,Banks
FRT,-28.9,7,Equity Real Estate Investment Trusts (REITs)
FSBC,-25.04,11,Banks
FSLR,-59.97,9,Semiconductors & Semiconductor Equipment
FSLY,-79.99,7,Software & Services
FSRNQ,-98.74,1,Automobiles & Components
FSS,-31.67,7,Capital Goods
FTAI,-52.11,11,Capital Goods
FTDR,-40.58,8,Consumer Services
FTI,-28.94,9,Energy
FTNT,-35.07,3,Software & Services
FTRE,-89.92,12,"Pharmaceuticals, Biotechnology & Life Sciences"
FTV,-28.39,2,Capital Goods
FUBO,-70.33,4,Media & Entertainment
FUL,-43.82,4,Materials
FULT,-31.2,8,Banks
FWONA,-25.71,6,Media & Entertainment
FWONK,-24.47,7,Media & Entertainment
FWRD,-83.67,6,Transportation
FWRG,-47.88,6,Consumer Services
FYBR,-16.42,5,Telecommunication Services
G,-32.12,5,Commercial & Professional Services
GABC,-26.3,14,Banks
GAP,-39.24,8,Consumer Discretionary Distribution & Retail
GATX,-15.6,9,Capital Goods
GBCI,-35.73,8,Banks
GBIO,-93.09,4,"Pharmaceuticals, Biotechnology & Life Sciences"
GBX,-43.95,11,Capital Goods
GCMG,-31.3,3,Financial Services
GCO,-60.9,12,Consumer Discretionary Distribution & Retail
GD,-22.96,9,Capital Goods
GDDY,-56.14,7,Software & Services
GDEN,-49.91,5,Consumer Services
GDOT,-52.26,10,Financial Services
GDYN,-70.64,5,Software & Services
GE,-21.36,8,Capital Goods
GEF,-32.07,8,Materials
GEF/B,-30.13,7,Materials
GEHC,-37.41,9,Health Care Equipment & Services
GEN,-30.25,7,Software & Services
GEO,-58.76,7,Commercial & Professional Services
GERN,-78.98,7,"Pharmaceuticals, Biotechnology & Life Sciences"
GES,-33.95,2,Consumer Discretionary Distribution & Retail
GEVO,-52.38,1,Energy
GFF,-25.57,6,Capital Goods
GFS,-49.74,8,Semiconductors & Semiconductor Equipment
GGG,-21.79,3,Capital Goods
GH,-44.34,12,Health Care Equipment & Services
GHC,-19.83,8,Consumer Services
GIC,-54.78,3,Capital Goods
GIII,-43.1,9,Consumer Durables & Apparel
GILD,-27.65,10,"Pharmaceuticals, Biotechnology & Life Sciences"
GIS,-42.85,4,"Food, Beverage & Tobacco"
GKOS,-53.68,6,Health Care Equipment & Services
GL,-61.71,6,Insurance
GLDD,-39.75,11,Capital Goods
GLNG,-29.97,6,Energy
GLOB,-77.73,2,Software & Services
GLPI,-21.04,4,Equity Real Estate Investment Trusts (REITs)
GLUE,-64.29,15,"Pharmaceuticals, Biotechnology & Life Sciences"
GLW,-27.98,6,Technology Hardware & Equipment
GM,-29.44,12,Automobiles & Components
GME,-62.42,9,Consumer Discretionary Distribution & Retail
GMED,-44.4,3,Health Care Equipment & Services
GMRE,-45.18,1,Equity Real Estate Investment Trusts (REITs)
GMS,-35.74,3,Capital Goods
GNE,-53.17,2,Utilities
GNK,-51.24,5,Transportation
GNL,-34.3,5,Equity Real Estate Investment Trusts (REITs)
GNLX,-88.48,3,"Pharmaceuticals, Biotechnology & Life Sciences"
GNRC,-47.76,11,Capital Goods
GNTX,-43.85,4,Automobiles & Components
GNTY,-18.08,6,Banks
GNW,-21.74,5,Insurance
GO,-68.48,2,Consumer Staples Distribution & Retail
GOGL,-58.91,6,Transportation
GOGO,-76.3,10,Telecommunication Services
GOLF,-25.75,7,Consumer Durables & Apparel
GOOD,-41.22,3,Equity Real Estate Investment Trusts (REITs)
GOOG,-29.43,4,Media & Entertainment
GOOGL,-29.89,5,Media & Entertainment
GPC,-35.4,6,Consumer Discretionary Distribution & Retail
GPI,-30.21,8,Consumer Discretionary Distribution & Retail
GPK,-59.28,2,Materials
GPMT,-73.56,2,Financial Services
GPN,-51.64,1,Financial Services
GPOR,-21.77,10,Energy
GPRE,-86.69,7,Energy
GPRO,-85.93,4,Consumer Durables & Apparel
GRBK,-36.15,12,Consumer Durables & Apparel
GRC,-27.22,7,Capital Goods
GRMN,-28.23,3,Consumer Durables & Apparel
GRND,-59.89,6,Media & Entertainment
GRWG,-73.9,6,Consumer Discretionary Distribution & Retail
GS,-31.24,1,Financial Services
GSAT,-50.72,12,Telecommunication Services
GSBC,-24.48,12,Banks
GSHD,-51.41,5,Insurance
GT,-54.35,3,Automobiles & Components
GTES,-33.82,12,Capital Goods
GTLB,-60.55,1,Software & Services
GTLS,-47.3,7,Capital Goods
GTM,-62.99,2,Media & Entertainment
GTN,-70.21,7,Media & Entertainment
GTY,-23.12,3,Equity Real Estate Investment Trusts (REITs)
GVA,-29.16,6,Capital Goods
GWH,-47.29,3,Capital Goods
GWRE,-51.89,7,Software & Services
GWW,-24.8,3,Capital Goods
GXO,-49.96,4,Transportation
H,-37.35,12,Consumer Services
HA,-21.74,1,Transportation
HAE,-51.04,4,Health Care Equipment & Services
HAFC,-25.21,10,Banks
HAIN,-91.09,3,"Food, Beverage & Tobacco"
HAL,-53.3,8,Energy
HALO,-33.92,12,"Pharmaceuticals, Biotechnology & Life Sciences"
HAS,-30.48,4,Consumer Durables & Apparel
HASI,-36.4,7,Financial Services
HAYN,-10.73,3,Materials
HAYW,-31.81,9,Capital Goods
HBAN,-31.37,5,Banks
HBCP,-21.73,9,Banks
HBI,-54.32,7,Consumer Durables & Apparel
HBNC,-31.13,9,Banks
HBT,-18.67,8,Banks
HCA,-28.6,6,Health Care Equipment & Services
HCAT,-81.89,2,Health Care Equipment & Services
HCC,-45.63,11,Materials
HCI,-28.58,7,Insurance
HCKT,-50.4,4,Software & Services
HCP,-18.19,2,Software & Services
HCSG,-27.36,8,Commercial & Professional Services
HD,-22.95,6,Consumer Discretionary Distribution & Retail
HDSN,-64.91,7,Capital Goods
HE,-53.28,6,Utilities
HEES,-35.68,6,Capital Goods
HEI,-21.3,6,Capital Goods
HEI/A,-17.94,7,Capital Goods
HELE,-86.89,2,Consumer Durables & Apparel
HES,-22.58,6,Energy
HFWA,-23.13,8,Banks
HGV,-34.62,3,Consumer Services
HHH,-29.94,9,Real Estate Management & Development
HI,-62.97,5,Capital Goods
HIBB,-17.05,3,Consumer Discretionary Distribution & Retail
HIFS,-26.72,11,Banks
HIG,-14.09,7,Insurance
HII,-46.11,4,Capital Goods
HIMS,-65.84,9,Health Care Equipment & Services
HIPO,-39.64,9,Insurance
HIW,-30.52,4,Equity Real Estate Investment Trusts (REITs)
HL,-39.6,12,Materials
HLF,-66.73,7,Household & Personal Products
HLI,-25.67,7,Financial Services
HLIO,-54.32,8,Capital Goods
HLIT,-44.33,10,Technology Hardware & Equipment
HLLY,-44.32,1,Automobiles & Components
HLMN,-42.29,5,Capital Goods
HLNE,-43.48,8,Financial Services
HLT,-26.39,11,Consumer Services
HLVX,-92.99,1,"Pharmaceuticals, Biotechnology & Life Sciences"
HLX,-55.54,7,Energy
HMN,-17.97,9,Insurance
HNI,-33.43,7,Commercial & Professional Services
HNRG,-52.28,13,Utilities
HOG,-55.48,3,Automobiles & Components
HOLX,-37.02,4,Health Care Equipment & Services
HOMB,-21.94,7,Banks
HON,-22.52,5,Capital Goods
HONE,-33.28,6,Banks
HOOD,-52.33,11,Financial Services
HOPE,-36.52,10,Banks
HOUS,-64.77,7,Real Estate Management & Development
HOV,-63.12,9,Consumer Durables & Apparel
HP,-65.46,6,Energy
HPE,-48.77,9,Technology Hardware & Equipment
HPP,-82.73,2,Equity Real Estate Investment Trusts (REITs)
HPQ,-51.65,4,Technology Hardware & Equipment
HQY,-32.96,4,Health Care Equipment & Services
HR,-26.14,4,Equity Real Estate Investment Trusts (REITs)
HRB,-49.38,1,Consumer Services
HRI,-57.23,10,Capital Goods
HRL,-42.1,3,"Food, Beverage & Tobacco"
HRMY,-37.58,6,"Pharmaceuticals, Biotechnology & Life Sciences"
HROW,-61.38,11,"Pharmaceuticals, Biotechnology & Life Sciences"
HRT,-4.47,1,Commercial & Professional Services
HRTX,-72.67,6,"Pharmaceuticals, Biotechnology & Life Sciences"
HSIC,-24.27,6,Health Care Equipment & Services
HSII,-23.12,5,Commercial & Professional Services
HST,-39.61,6,Equity Real Estate Investment Trusts (REITs)
HSTM,-40.42,5,Health Care Equipment & Services
HSY,-30.91,4,"Food, Beverage & Tobacco"
HTB,-18.08,5,Banks
HTBK,-24.79,6,Banks
HTH,-22.01,5,Banks
HTLD,-49.17,1,Transportation
HTLF,-16.71,11,Banks
HTO,-32.31,2,Utilities
HTZ,-74.31,12,Transportation
HUBB,-33.08,4,Capital Goods
HUBG,-41.18,9,Transportation
HUBS,-72.74,6,Software & Services
HUM,-60.18,1,Health Care Equipment & Services
HUMA,-90.63,6,"Pharmaceuticals, Biotechnology & Life Sciences"
HUN,-72.11,3,Materials
HURN,-20.62,5,Commercial & Professional Services
HVT,-52.99,5,Consumer Discretionary Distribution & Retail
HWC,-24.56,9,Banks
HWKN,-34.96,6,Materials
HWM,-19.41,4,Capital Goods
HXL,-38.36,6,Capital Goods
HY,-67.59,5,Capital Goods
HYLN,-70.31,19,Capital Goods
HZO,-54.51,7,Consumer Discretionary Distribution & Retail
IAC,-33.66,4,Media & Entertainment
IART,-76.15,2,Health Care Equipment & Services
IAS,-62.69,2,Media & Entertainment
IAU,-78.97,6,Materials
IBCP,-27.98,10,Banks
IBKR,-38.74,8,Financial Services
IBM,-20.36,5,Software & Services
IBOC,-24.91,9,Banks
IBP,-43.04,8,Consumer Durables & Apparel
IBRX,-79.34,10,"Pharmaceuticals, Biotechnology & Life Sciences"
IBTX,-29.76,9,Banks
ICE,-22.74,6,Financial Services
ICFI,-56.56,3,Commercial & Professional Services
ICHR,-69.09,7,Semiconductors & Semiconductor Equipment
ICLR,-15.23,4,"Pharmaceuticals, Biotechnology & Life Sciences"
ICUI,-41.2,8,Health Care Equipment & Services
ICVX,-4.28,1,"Pharmaceuticals, Biotechnology & Life Sciences"
IDA,-12.35,7,Utilities
IDCC,-22.66,4,Software & Services
IDT,-33.26,6,Telecommunication Services
IDXX,-37.41,5,Health Care Equipment & Services
IDYA,-69.23,8,"Pharmaceuticals, Biotechnology & Life Sciences"
IE,-62.77,10,Materials
IESC,-49.23,16,Capital Goods
IEX,-35.93,4,Capital Goods
IFF,-43.86,5,Materials
IGMS,-94.28,11,"Pharmaceuticals, Biotechnology & Life Sciences"
IHRT,-70.49,21,Media & Entertainment
IIIN,-35.71,7,Capital Goods
IIIV,-39.84,9,Software & Services
IIPR,-67.41,7,Equity Real Estate Investment Trusts (REITs)
ILMN,-54.69,5,"Pharmaceuticals, Biotechnology & Life Sciences"
IMAX,-21.67,9,Media & Entertainment
IMGN,-2.11,1,"Pharmaceuticals, Biotechnology & Life Sciences"
IMKTA,-33.11,3,Consumer Staples Distribution & Retail
IMMR,-56.81,7,Technology Hardware & Equipment
IMVT,-69.6,7,"Pharmaceuticals, Biotechnology & Life Sciences"
IMXI,-61.85,3,Financial Services
INCY,-33.83,6,"Pharmaceuticals, Biotechnology & Life Sciences"
INDB,-28.86,9,Banks
INDI,-79.49,9,Semiconductors & Semiconductor Equipment
INFA,-59.13,3,Software & Services
INFN,-30.15,6,Technology Hardware & Equipment
INGN,-56.39,8,Health Care Equipment & Services
INGR,-31.64,3,"Food, Beverage & Tobacco"
INMD,-49.87,2,Health Care Equipment & Services
INN,-47.62,8,Equity Real Estate Investment Trusts (REITs)
INOD,-53.75,12,Commercial & Professional Services
INSE,-41.83,11,Consumer Services
INSM,-28.56,9,"Pharmaceuticals, Biotechnology & Life Sciences"
INSP,-73.88,3,Health Care Equipment & Services
INST,-26.65,3,Software & Services
INSW,-55.84,5,Energy
INTA,-67.92,5,Software & Services
INTC,-63.41,7,Semiconductors & Semiconductor Equipment
INTT,-32.95,2,Semiconductors & Semiconductor Equipment
INTU,-46.24,8,Software & Services
INVA,-23.53,4,"Pharmaceuticals, Biotechnology & Life Sciences"
INVH,-30.02,1,Equity Real Estate Investment Trusts (REITs)
